property_id,sale_price,bedrooms,bathrooms,floor_area_sqm,garden_sqm,age_years,distance_to_station_km,distance_to_school_km,neighbourhood,sale_date,epc_rating
PROP-02292,176963,1,1,39.4,53.9,21,0.9,1.2,Eastmoor,2023-05-11,F
PROP-02293,282919,2,1,62.6,141.4,42,0.9,0.4,Ferndale,2023-02-15,E
PROP-02294,635170,6,2,144.3,128.0,126,0.6,0.2,Stoneleigh,2022-06-11,B
PROP-02295,210361,2,1,44.9,140.6,69,0.2,0.9,Zelton,2024-10-24,E
PROP-02296,151327,2,1,52.8,61.0,9,5.0,1.4,Ironbridge,2024-04-02,D
PROP-02297,192129,2,2,45.5,0.0,41,1.7,0.8,Victoria,2022-01-01,C
PROP-02298,261696,4,2,78.0,119.7,71,1.3,0.3,Thornton,2022-02-02,F
PROP-02299,324905,3,3,84.7,120.6,2,2.0,1.2,Westbury,2023-04-20,A
PROP-02300,394125,4,2,103.2,124.1,0,0.6,0.7,Hartley,2024-12-31,D
PROP-02301,242658,2,1,68.8,91.1,1,1.1,0.7,Hartley,2023-03-13,D
PROP-02302,255919,3,1,55.4,96.8,12,0.6,0.5,Eastmoor,2022-01-06,C
PROP-02303,182790,2,2,71.4,43.8,10,1.2,1.0,Chapel End,2024-01-02,B
PROP-02304,304983,3,2,69.8,37.9,103,3.1,0.7,Drayton,2023-02-22,B
PROP-02305,190349,2,2,54.6,0.0,17,0.8,0.4,Northgate,2023-10-14,D
PROP-02306,557434,6,3,120.2,120.0,5,1.3,0.5,Elmswood,2022-04-29,G
PROP-02307,293191,3,1,99.1,0.0,7,5.0,3.0,Kingsway,2024-01-10,G
PROP-02308,315914,3,3,88.7,66.8,38,0.5,0.4,Dunmore,2022-07-18,E
PROP-02309,545183,6,1,151.2,133.9,150,4.9,0.3,Ironbridge,2024-02-28,C
PROP-02310,312132,2,2,70.2,68.3,4,1.5,0.6,Oakfield,2023-05-11,G
PROP-02311,280838,4,1,73.4,0.0,15,1.1,0.4,Castlegate,2022-06-28,C
PROP-02312,214616,2,1,54.6,38.4,121,0.7,0.2,Beechwood,2023-09-22,C
PROP-02313,162104,1,1,63.2,75.7,38,3.4,0.6,Thornton,2023-09-13,E
PROP-02314,223544,3,2,65.9,84.9,150,0.6,1.4,Yarrow,2023-01-12,E
PROP-02315,386825,3,1,106.5,66.5,16,0.2,0.5,Castlegate,2022-07-30,A
PROP-02316,297228,3,1,82.4,80.9,2,2.2,1.7,Westbury,2024-12-14,E
PROP-02317,320513,2,2,77.4,100.6,6,2.7,2.3,Eastmoor,2022-06-21,E
PROP-02318,282360,3,1,65.9,101.6,19,0.3,0.8,Uppermill,2023-07-09,D
PROP-02319,337893,3,3,80.1,86.1,10,1.7,1.0,Foxhall,2023-12-22,D
PROP-02320,349623,3,1,84.8,89.7,41,1.0,1.7,Riverside,2023-11-27,E
PROP-02321,347346,3,1,85.5,55.0,6,0.7,0.5,Ferndale,2022-04-02,D
PROP-02322,409398,5,2,98.9,136.2,29,0.1,0.6,Jubilee,2022-02-28,C
PROP-02323,444457,4,2,95.8,126.0,14,1.1,0.7,Brindley,2024-03-28,F
PROP-02324,134876,1,1,38.0,80.6,52,1.2,0.7,Westbury,2023-06-16,C
PROP-02325,87782,1,1,30,97.1,5,1.2,0.7,Queensbury,2024-11-11,D
PROP-02326,280226,3,3,64.5,71.9,9,1.7,0.2,Uppermill,2022-09-20,C
PROP-02327,427990,4,1,102.8,106.0,8,0.8,2.2,Parkside,2023-07-22,E
PROP-02328,80000,2,2,30,0.0,28,0.4,0.3,Yarrow,2023-06-10,D
PROP-02329,98623,2,1,37.3,0.0,50,0.6,0.3,Westbury,2022-09-07,C
PROP-02330,201906,1,1,47.8,67.8,17,0.2,1.3,Parkside,2023-03-17,E
PROP-02331,203679,2,2,60.0,57.1,27,2.6,0.4,Queensbury,2024-11-24,D
PROP-02332,332457,4,2,80.1,94.7,88,0.8,1.1,Victoria,2024-12-31,E
PROP-02333,231073,2,2,52.1,67.6,0,2.3,0.8,Eastmoor,2023-05-18,D
PROP-02334,378058,3,1,94.6,67.3,21,3.7,1.0,Queensbury,2022-02-07,E
PROP-02335,502783,5,1,118.4,98.4,52,1.4,1.6,Parkside,2023-11-17,C
PROP-02336,275956,2,2,67.7,45.4,16,1.6,2.3,Westbury,2024-09-27,C
PROP-02337,349891,3,1,72.5,0.0,40,5.0,0.6,Elmswood,2022-11-17,D
PROP-02338,347146,3,2,90.6,54.2,38,0.9,0.5,Ironbridge,2024-04-12,D
PROP-02339,329471,3,2,73.4,104.4,30,0.9,2.4,Ashworth,2022-04-13,E
PROP-02340,538104,6,1,123.4,129.6,20,0.4,0.2,Zelton,2023-11-02,E
PROP-02341,171680,2,1,64.3,0.0,13,1.3,1.3,Jubilee,2022-12-09,D
PROP-02342,307228,3,2,91.9,80.5,3,1.6,0.8,Beechwood,2023-07-17,A
PROP-02343,367761,4,1,96.5,102.4,16,0.5,1.3,Langford,2024-12-15,D
PROP-02344,248685,2,1,75.6,66.1,11,0.4,0.6,Thornton,2024-06-14,D
PROP-02345,555764,5,3,121.9,92.4,27,0.2,0.5,Gladstone,2024-03-20,F
PROP-02346,256963,3,1,68.9,73.6,17,1.0,1.0,Victoria,2022-11-11,G
PROP-02347,316218,3,2,82.0,94.3,17,0.7,1.9,Brindley,2023-03-22,D
PROP-02348,326122,3,1,82.0,120.6,19,0.9,0.4,Thornton,2024-01-30,D
PROP-02349,222733,3,2,75.4,109.3,37,2.8,1.6,Chapel End,2023-12-05,B
PROP-02350,233938,3,3,51.5,111.4,18,0.3,1.1,Ironbridge,2023-09-05,B
PROP-02351,445448,4,2,102.2,0.0,99,1.6,0.4,Zelton,2023-05-16,D
PROP-02352,287043,4,1,86.2,91.5,17,2.4,0.9,Beechwood,2024-09-12,A
PROP-02353,343518,3,2,88.7,71.2,150,0.9,0.7,Parkside,2022-07-28,D
PROP-02354,430365,5,2,118.8,0.0,34,2.3,1.8,Beechwood,2024-09-24,D
PROP-02355,503184,5,2,112.8,126.7,36,1.0,3.0,Victoria,2022-04-08,B
PROP-02356,332377,2,1,70.4,55.0,10,0.2,2.0,Ironbridge,2024-09-17,C
PROP-02357,175203,2,2,43.7,75.8,4,0.7,1.0,Yarrow,2024-09-26,C
PROP-02358,486854,5,1,125.4,107.7,78,1.3,2.9,Langford,2022-02-06,G
PROP-02359,379812,3,2,92.5,80.4,14,1.1,2.3,Drayton,2024-04-17,D
PROP-02360,500777,5,2,122.3,87.5,21,0.5,1.3,Uppermill,2023-09-11,D
PROP-02361,134642,1,1,55.2,70.1,148,1.6,0.3,Yarrow,2024-10-06,E
PROP-02362,358100,4,2,84.2,116.4,15,0.7,0.2,Westbury,2023-03-20,D
PROP-02363,439318,5,1,115.4,108.2,8,2.7,0.3,Castlegate,2024-07-31,D
PROP-02364,392645,4,2,94.5,124.0,34,1.7,0.9,Parkside,2024-06-04,F
PROP-02365,279855,3,3,70.3,119.9,48,0.3,1.5,Stoneleigh,2023-04-30,E
PROP-02366,288963,3,1,70.8,75.0,22,5.0,0.6,Victoria,2023-12-31,F
PROP-02367,294059,3,1,62.5,0.0,30,0.6,0.3,Gladstone,2023-04-18,G
PROP-02368,249691,2,1,61.6,72.8,1,1.0,1.8,Ferndale,2024-10-05,E
PROP-02369,449706,3,3,98.3,69.6,51,0.9,1.4,Elmswood,2022-05-09,F
PROP-02370,258546,2,2,69.5,110.3,44,1.7,2.2,Victoria,2023-04-13,G
PROP-02371,357726,4,2,112.9,0.0,69,1.2,3.0,Kingsway,2023-01-07,E
PROP-02372,305848,3,2,95.3,86.7,86,3.1,0.8,Northgate,2022-08-01,B
PROP-02373,479534,4,2,122.8,0.0,12,1.7,0.5,Ferndale,2024-02-13,B
PROP-02374,450090,5,2,119.7,84.5,6,0.7,1.0,Jubilee,2024-03-18,G
PROP-02375,189561,2,2,44.6,57.9,18,2.7,0.5,Foxhall,2022-06-06,B
PROP-02376,338082,3,2,70.5,50.8,47,0.2,0.6,Oakfield,2023-01-20,D
PROP-02377,178861,2,1,56.2,62.9,35,1.0,2.6,Northgate,2024-11-16,C
PROP-02378,434412,4,2,120.9,70.2,12,1.8,0.3,Castlegate,2023-06-19,E
PROP-02379,243218,2,2,59.6,90.7,31,3.7,0.2,Ashworth,2024-11-06,D
PROP-02380,458589,5,1,106.6,0.0,34,5.0,1.1,Parkside,2024-06-10,B
PROP-02381,437689,6,1,124.8,133.0,0,0.9,0.7,Chapel End,2022-05-15,E
PROP-02382,331323,3,1,98.0,99.2,2,0.6,0.8,Chapel End,2023-04-01,A
PROP-02383,224973,2,2,76.2,111.1,63,0.5,0.6,Jubilee,2022-08-12,E
PROP-02384,148542,2,2,51.1,66.1,61,0.5,1.5,Beechwood,2024-09-23,E
PROP-02385,162067,1,1,31.6,0.0,130,1.0,0.2,Riverside,2022-05-22,F
PROP-02386,565369,5,2,127.2,129.8,34,1.0,0.2,Ironbridge,2022-12-25,B
PROP-02387,194941,2,1,52.7,64.2,16,0.4,1.5,Eastmoor,2022-12-23,B
PROP-02388,284317,3,2,79.8,53.4,18,0.6,0.2,Dunmore,2023-04-20,C
PROP-02389,194550,2,2,46.8,55.6,3,0.9,0.7,Elmswood,2023-10-31,B
PROP-02390,328489,3,1,78.5,117.6,48,0.3,1.9,Yarrow,2022-06-16,C
PROP-02391,304216,2,2,68.9,89.1,28,1.6,1.2,Stoneleigh,2022-01-25,C
PROP-02392,119105,2,2,55.5,63.1,3,1.1,0.2,Beechwood,2023-12-09,D
PROP-02393,402690,5,1,114.9,0.0,96,1.9,0.2,Castlegate,2024-03-14,C
PROP-02394,284445,3,2,76.2,86.7,11,2.2,0.7,Chapel End,2024-04-06,D
PROP-02395,248549,3,2,80.3,82.3,14,4.4,1.1,Westbury,2024-07-20,E
PROP-02396,298627,4,2,75.4,101.5,7,1.4,0.6,Chapel End,2024-07-13,D
PROP-02397,520282,5,3,124.3,103.1,4,0.1,0.8,Elmswood,2024-12-28,A
PROP-02398,483350,6,2,120.9,138.2,16,0.1,0.5,Jubilee,2022-11-29,D
PROP-02399,268951,2,2,79.4,27.2,34,3.4,1.5,Northgate,2022-08-29,B
PROP-02400,564820,6,1,143.8,110.3,54,0.9,0.7,Queensbury,2024-07-22,C
PROP-02401,305474,2,2,65.4,98.8,150,0.1,0.4,Ashworth,2024-11-05,C
PROP-02402,463738,5,2,111.1,0.0,22,2.0,1.2,Ferndale,2024-04-15,B
PROP-02403,339093,3,2,86.8,0.0,58,1.0,0.7,Oakfield,2024-06-18,E
PROP-02404,319382,3,2,82.1,64.8,27,1.4,1.9,Brindley,2024-06-28,B
PROP-02405,366411,3,1,102.9,71.0,5,1.3,0.6,Ferndale,2022-03-08,D
PROP-02406,353648,5,1,107.0,0.0,8,4.4,0.4,Brindley,2022-10-21,C
PROP-02407,80000,2,1,37.9,90.7,71,4.7,0.6,Ironbridge,2023-04-10,E
PROP-02408,427954,5,1,110.6,126.0,30,0.8,1.4,Thornton,2023-09-18,B
PROP-02409,311812,3,2,89.4,0.0,19,4.3,0.4,Elmswood,2023-11-20,C
PROP-02410,192036,2,1,55.8,41.2,29,0.1,0.3,Langford,2023-09-29,C
PROP-02411,381208,3,1,79.2,112.1,14,0.3,0.5,Ashworth,2024-09-09,D
PROP-02412,251455,3,2,50.5,55.0,1,2.0,2.6,Ferndale,2022-09-08,C
PROP-02413,560239,5,3,146.4,126.4,50,0.7,0.6,Northgate,2023-03-04,E
PROP-02414,222235,3,1,57.2,29.1,29,0.4,1.5,Castlegate,2023-05-31,G
PROP-02415,122838,2,1,51.0,89.5,4,3.8,0.9,Jubilee,2023-09-08,B
PROP-02416,377486,4,2,101.8,95.1,3,0.2,0.8,Jubilee,2023-11-25,E
PROP-02417,266954,2,2,66.3,81.8,55,0.2,1.9,Langford,2023-09-02,D
PROP-02418,230768,2,1,59.2,0.0,80,0.2,1.8,Ironbridge,2024-04-11,D
PROP-02419,349518,3,1,91.4,0.0,7,1.8,0.9,Ironbridge,2023-07-19,C
PROP-02420,328439,4,1,87.3,102.2,31,4.3,0.4,Ashworth,2024-02-02,D
PROP-02421,511841,6,1,134.4,161.7,49,0.1,0.2,Castlegate,2023-06-16,D
PROP-02422,225427,2,1,67.8,0.0,54,1.2,0.8,Drayton,2024-07-31,A
PROP-02423,255635,2,1,63.6,86.5,5,1.5,0.5,Stoneleigh,2022-09-25,A
PROP-02424,106302,2,2,38.2,0.0,10,0.3,0.9,Chapel End,2022-01-08,C
PROP-02425,353335,3,3,79.5,51.8,35,0.3,0.8,Uppermill,2024-02-01,D
PROP-02426,341262,4,2,91.4,129.4,145,3.6,0.7,Chapel End,2024-07-30,C
PROP-02427,267742,3,1,82.3,0.0,32,1.0,0.4,Northgate,2022-11-21,D
PROP-02428,113255,2,2,42.3,66.6,7,1.7,2.6,Brindley,2024-08-20,F
PROP-02429,415557,3,2,86.9,104.7,14,1.6,0.4,Elmswood,2023-12-03,C
PROP-02430,338136,3,1,58.6,86.0,17,0.3,2.1,Zelton,2023-09-22,C
PROP-02431,239275,3,2,60.4,46.8,10,4.0,1.0,Uppermill,2023-08-31,C
PROP-02432,197418,2,2,56.8,0.0,2,0.6,0.9,Northgate,2023-12-27,D
PROP-02433,221639,2,1,58.9,84.7,60,1.9,0.3,Langford,2023-06-20,E
PROP-02434,258444,3,2,82.2,0.0,57,2.0,0.5,Chapel End,2022-05-01,B
PROP-02435,150445,2,2,53.3,0.0,24,2.7,0.6,Foxhall,2022-05-15,C
PROP-02436,369916,3,3,80.6,0.0,0,0.2,0.4,Foxhall,2023-04-02,C
PROP-02437,588929,6,1,130.3,146.9,40,2.8,2.8,Uppermill,2023-10-24,E
PROP-02438,250461,3,1,69.8,43.7,3,0.8,1.8,Ashworth,2022-12-12,C
PROP-02439,478487,4,1,110.9,97.0,50,0.3,0.9,Stoneleigh,2022-03-19,F
PROP-02440,515240,6,1,127.8,0.0,73,0.7,0.3,Queensbury,2024-09-28,C
PROP-02441,360254,4,2,87.9,0.0,101,0.4,0.4,Millbrook,2024-10-06,E
PROP-02442,272449,2,2,75.8,80.0,66,0.6,0.9,Thornton,2023-02-07,C
PROP-02443,341801,3,1,72.8,95.3,35,0.4,3.0,Langford,2022-12-24,D
PROP-02444,308453,3,2,74.0,99.3,69,0.3,0.4,Ashworth,2024-09-12,C
PROP-02445,530148,5,2,126.2,0.0,150,0.9,0.3,Ferndale,2022-11-09,C
PROP-02446,103848,1,1,30,48.9,2,0.5,0.2,Foxhall,2022-05-29,D
PROP-02447,182255,1,1,47.5,0.0,49,0.8,0.6,Riverside,2024-10-18,A
PROP-02448,457418,4,3,91.5,0.0,6,3.5,1.6,Victoria,2023-09-05,D
PROP-02449,270783,3,1,71.7,76.9,77,0.3,0.4,Brindley,2022-03-14,D
PROP-02450,196363,2,1,55.1,92.7,0,2.0,0.4,Westbury,2023-09-28,E
PROP-02451,645879,6,3,153.5,124.4,4,1.9,1.8,Kingsway,2024-01-04,D
PROP-02452,251735,3,2,69.1,0.0,28,1.7,3.0,Northgate,2023-05-19,A
PROP-02453,238605,4,1,83.6,75.9,42,3.4,1.2,Hartley,2023-10-10,C
PROP-02454,156025,1,1,30,70.4,13,0.2,0.9,Victoria,2024-02-29,D
PROP-02455,247041,3,1,58.2,71.9,47,0.9,2.2,Queensbury,2022-03-28,F
PROP-02456,570848,4,1,129.1,115.2,21,0.3,0.2,Gladstone,2022-11-01,D
PROP-02457,341612,3,2,63.0,71.9,19,0.3,2.4,Riverside,2024-12-07,B
PROP-02458,190699,3,2,72.6,0.0,67,0.8,0.6,Thornton,2022-04-04,D
PROP-02459,161605,3,2,44.1,138.5,30,0.4,0.7,Queensbury,2022-03-12,A
PROP-02460,330779,3,2,80.1,97.1,44,3.1,0.7,Uppermill,2023-01-31,D
PROP-02461,207052,2,1,79.0,73.3,49,0.1,0.8,Beechwood,2024-03-30,E
PROP-02462,432429,4,2,107.8,75.3,17,0.6,0.8,Northgate,2024-08-03,B
PROP-02463,80000,2,1,30,46.4,28,0.9,0.6,Dunmore,2023-11-23,G
PROP-02464,342992,3,1,79.4,0.0,44,2.5,1.6,Gladstone,2023-09-14,C
PROP-02465,140350,1,1,40.1,43.0,50,0.3,0.8,Langford,2024-05-27,D
PROP-02466,391617,4,1,100.0,61.3,11,1.8,0.3,Parkside,2024-09-12,B
PROP-02467,304425,3,1,74.2,83.2,4,0.6,0.2,Langford,2023-08-18,D
PROP-02468,317554,2,2,73.6,69.6,28,2.1,0.2,Stoneleigh,2023-03-04,E
PROP-02469,244336,3,2,66.5,80.8,9,0.4,1.5,Jubilee,2023-05-25,D
PROP-02470,248835,2,2,80.5,75.7,15,1.5,1.0,Hartley,2022-02-06,D
PROP-02471,85056,2,2,38.8,56.6,12,2.2,0.3,Thornton,2024-10-13,F
PROP-02472,120353,2,1,49.5,0.0,6,2.4,1.0,Beechwood,2022-01-09,C
PROP-02473,285897,2,1,66.9,0.0,19,1.0,1.7,Drayton,2023-01-13,D
PROP-02474,167747,2,1,56.9,67.1,102,3.0,0.3,Dunmore,2024-11-04,A
PROP-02475,344644,3,2,92.2,95.3,5,1.2,0.5,Ironbridge,2024-09-22,E
PROP-02476,308733,3,2,71.8,0.0,6,0.8,0.5,Riverside,2023-08-01,C
PROP-02477,373641,2,1,83.1,128.0,6,1.3,1.6,Gladstone,2022-05-25,C
PROP-02478,189866,2,1,52.9,112.5,4,1.2,1.2,Millbrook,2024-02-19,E
PROP-02479,366681,3,1,78.3,97.7,44,0.9,0.6,Ashworth,2023-06-25,D
PROP-02480,346947,5,2,103.9,137.3,65,1.5,1.3,Dunmore,2024-02-14,E
PROP-02481,262214,3,1,73.3,112.2,44,0.5,0.3,Beechwood,2023-03-28,C
PROP-02482,357792,4,2,100.1,0.0,78,3.0,1.0,Jubilee,2022-01-20,D
PROP-02483,188348,2,1,50.0,0.0,82,1.8,0.5,Oakfield,2022-03-20,D
PROP-02484,412904,4,2,97.6,122.5,14,2.7,0.7,Gladstone,2022-05-22,A
PROP-02485,321083,2,1,70.0,30.3,15,0.3,1.4,Oakfield,2023-11-03,E
PROP-02486,482639,4,1,94.0,108.5,110,0.6,1.0,Stoneleigh,2024-12-11,D
PROP-02487,181936,1,1,43.1,66.9,55,5.0,0.5,Ferndale,2024-04-08,C
PROP-02488,207990,1,1,55.2,37.6,2,1.7,0.2,Parkside,2024-03-23,C
PROP-02489,393566,2,2,105.0,111.0,41,0.6,1.4,Ferndale,2023-10-22,C
PROP-02490,274470,2,1,70.0,94.1,36,3.2,0.6,Uppermill,2024-11-28,E
PROP-02491,220958,2,1,63.1,71.6,20,0.3,3.0,Foxhall,2024-07-22,G
PROP-02492,402633,3,3,83.9,90.0,34,0.7,0.4,Gladstone,2022-03-17,D
PROP-02493,346922,3,1,91.2,67.1,56,2.8,3.0,Ironbridge,2022-02-18,C
PROP-02494,269320,2,2,55.4,53.1,23,0.5,0.4,Victoria,2024-11-28,C
PROP-02495,478162,3,2,113.0,79.6,7,1.4,0.3,Zelton,2022-02-24,C
PROP-02496,464602,5,3,101.0,100.6,35,0.4,1.0,Langford,2023-03-16,F
PROP-02497,262623,3,1,77.9,56.6,10,5.0,0.4,Stoneleigh,2023-09-14,G
PROP-02498,246817,2,1,75.6,84.9,54,1.3,0.5,Queensbury,2024-02-10,D
PROP-02499,458845,6,1,111.3,95.3,19,1.0,0.3,Westbury,2022-06-10,C
PROP-02500,279480,2,2,70.9,24.6,22,0.8,0.9,Drayton,2024-09-05,C
PROP-02501,541473,4,1,118.8,0.0,5,0.1,1.2,Stoneleigh,2023-01-20,D
PROP-02502,297011,4,1,74.5,127.0,36,0.1,2.4,Victoria,2023-11-03,D
PROP-02503,227344,2,2,63.6,96.0,150,2.0,3.0,Millbrook,2022-11-06,D
PROP-02504,202784,2,2,64.0,0.0,103,0.8,0.2,Beechwood,2022-06-14,G
PROP-02505,502327,6,2,120.6,0.0,15,0.2,0.3,Stoneleigh,2024-07-30,C
PROP-02506,390006,3,2,103.4,76.7,3,4.5,1.7,Ashworth,2022-04-07,E
PROP-02507,271521,3,1,61.1,72.8,34,0.2,1.1,Elmswood,2024-04-09,D
PROP-02508,304568,2,2,62.1,78.7,30,1.1,2.0,Oakfield,2023-05-17,E
PROP-02509,496055,5,3,113.5,127.3,150,2.3,0.8,Eastmoor,2022-10-14,A
PROP-02510,217343,3,2,36.4,73.2,5,0.8,1.0,Uppermill,2023-04-03,A
PROP-02511,438241,4,2,109.8,102.1,15,1.6,0.9,Northgate,2024-08-05,D
PROP-02512,265675,2,2,76.7,104.8,49,2.1,1.1,Kingsway,2022-10-14,G
PROP-02513,393890,5,2,110.0,128.2,87,0.5,0.9,Thornton,2023-10-20,C
PROP-02514,470008,5,1,127.9,100.7,14,1.2,1.3,Hartley,2024-05-29,G
PROP-02515,237644,3,3,61.0,124.0,10,0.2,0.4,Thornton,2024-11-30,A
PROP-02516,350477,2,1,72.6,81.5,36,1.7,1.1,Zelton,2024-03-06,F
PROP-02517,301948,3,3,62.2,0.0,102,1.4,1.1,Ashworth,2023-06-30,D
PROP-02518,227250,2,1,56.2,38.0,9,0.4,0.8,Castlegate,2022-01-14,C
PROP-02519,267401,3,1,64.8,62.9,58,2.0,3.0,Brindley,2023-02-05,E
PROP-02520,305882,5,1,79.0,82.0,6,2.0,0.5,Castlegate,2022-05-31,B
PROP-02521,200721,3,1,52.7,0.0,49,0.9,2.8,Millbrook,2024-08-06,D
PROP-02522,247175,2,1,72.8,63.3,9,0.1,0.2,Beechwood,2024-01-11,D
PROP-02523,502926,5,2,114.0,124.6,40,0.3,0.7,Foxhall,2022-12-17,G
PROP-02524,203683,2,2,53.6,42.3,7,1.0,1.2,Langford,2023-08-19,D
PROP-02525,300632,3,1,86.8,102.8,5,1.1,1.6,Castlegate,2024-06-13,E
PROP-02526,318375,4,1,88.9,59.9,20,0.2,1.0,Yarrow,2023-11-02,D
PROP-02527,254450,1,1,62.8,67.1,14,1.3,0.4,Eastmoor,2022-09-21,D
PROP-02528,533307,5,1,124.8,0.0,24,0.3,0.5,Eastmoor,2024-12-19,C
PROP-02529,121700,1,1,32.0,21.8,40,0.4,0.7,Brindley,2023-02-24,E
PROP-02530,306614,3,2,89.6,93.0,21,0.9,0.3,Chapel End,2024-05-23,E
PROP-02531,273270,3,2,77.1,63.9,78,0.5,0.5,Ironbridge,2022-05-12,A
PROP-02532,260045,2,1,71.3,0.0,31,0.6,1.3,Riverside,2022-02-26,B
PROP-02533,369597,3,1,98.3,52.2,29,1.4,0.5,Drayton,2024-01-05,A
PROP-02534,205478,2,1,40.0,41.2,150,0.9,1.2,Zelton,2023-02-04,B
PROP-02535,236751,2,1,68.8,89.2,150,4.2,0.5,Chapel End,2023-01-31,D
PROP-02536,279956,3,2,82.2,141.1,123,3.0,0.5,Millbrook,2022-12-24,D
PROP-02537,189597,3,1,56.5,0.0,4,0.7,0.3,Kingsway,2023-10-17,D
PROP-02538,250401,3,2,52.8,88.2,3,1.0,0.8,Ashworth,2023-05-03,A
PROP-02539,225079,2,2,67.0,40.8,0,2.2,0.7,Chapel End,2024-06-03,B
PROP-02540,110019,2,2,33.2,0.0,150,0.5,2.7,Kingsway,2023-08-28,E
PROP-02541,128052,2,1,40.9,45.1,23,1.5,3.0,Castlegate,2022-08-08,E
PROP-02542,186157,2,1,45.2,0.0,14,0.7,0.6,Eastmoor,2024-06-24,C
PROP-02543,377584,2,2,102.0,0.0,33,3.4,0.6,Queensbury,2024-08-09,A
PROP-02544,344274,4,1,77.0,0.0,4,0.4,0.6,Queensbury,2024-02-09,A
PROP-02545,105636,1,1,40.8,81.4,5,1.2,0.9,Queensbury,2023-04-11,A
PROP-02546,112007,2,2,30,69.4,33,2.2,0.7,Elmswood,2022-09-17,D
PROP-02547,225110,2,2,53.9,0.0,61,2.9,0.4,Victoria,2024-09-21,F
PROP-02548,162766,3,2,62.0,122.5,52,5.0,0.9,Thornton,2024-11-14,D
PROP-02549,389462,4,1,96.4,77.7,11,2.0,2.0,Ashworth,2022-01-09,D
PROP-02550,108692,2,2,30,23.5,114,1.7,0.5,Ironbridge,2023-10-03,D
PROP-02551,113062,2,2,41.3,74.4,20,3.6,0.3,Northgate,2022-10-05,D
PROP-02552,220078,3,3,76.6,102.7,70,5.0,0.3,Millbrook,2022-03-05,G
PROP-02553,203064,3,3,67.7,67.9,39,2.0,0.9,Beechwood,2024-08-04,G
PROP-02554,337945,3,2,92.9,80.0,23,2.2,2.2,Parkside,2023-11-07,D
PROP-02555,125532,2,1,37.8,104.3,45,1.1,2.7,Gladstone,2022-04-27,D
PROP-02556,346718,3,1,72.5,59.2,3,3.9,1.0,Gladstone,2023-10-10,E
PROP-02557,296244,3,2,82.4,94.0,50,1.1,0.5,Hartley,2023-01-23,D
PROP-02558,407705,3,2,92.1,108.2,1,0.4,0.3,Eastmoor,2024-03-15,D
PROP-02559,342183,2,2,76.7,95.6,6,1.5,0.2,Eastmoor,2022-09-20,C
PROP-02560,155607,2,1,54.1,112.8,1,0.5,0.6,Langford,2023-12-07,F
PROP-02561,460131,5,1,128.5,0.0,4,0.5,0.4,Jubilee,2023-06-28,G
PROP-02562,405732,3,1,88.2,110.1,104,1.5,2.7,Eastmoor,2024-09-05,E
PROP-02563,422611,4,2,104.3,81.5,20,3.6,0.3,Eastmoor,2023-05-01,E
PROP-02564,319114,3,1,75.6,62.6,110,0.8,0.5,Kingsway,2023-11-13,A
PROP-02565,152374,2,1,56.6,44.6,26,1.3,1.5,Jubilee,2023-03-20,C
PROP-02566,418976,5,1,101.2,149.9,21,0.1,0.4,Yarrow,2023-05-16,D
PROP-02567,436221,3,2,107.3,80.0,22,4.1,0.2,Victoria,2023-01-12,C
PROP-02568,487894,5,2,121.2,82.1,22,4.3,0.7,Foxhall,2022-05-18,D
PROP-02569,366859,3,1,97.7,96.4,14,0.2,0.7,Parkside,2022-12-02,B
PROP-02570,285695,3,1,95.3,77.9,53,3.0,0.3,Thornton,2022-11-19,E
PROP-02571,503380,5,2,109.3,107.3,10,1.1,0.3,Foxhall,2024-05-05,A
PROP-02572,102154,2,1,37.1,29.6,8,2.4,0.5,Thornton,2023-10-26,D
PROP-02573,355788,4,2,88.5,105.1,6,0.9,0.3,Westbury,2024-11-27,F
PROP-02574,196280,2,2,57.6,62.7,13,0.9,0.6,Queensbury,2023-10-26,C
PROP-02575,295791,4,1,72.7,126.3,47,0.1,0.6,Chapel End,2023-06-28,D
PROP-02576,488514,5,3,132.5,0.0,24,1.0,0.7,Ironbridge,2024-08-19,D
PROP-02577,90359,1,1,37.5,34.6,26,1.0,1.8,Northgate,2022-06-26,C
PROP-02578,277833,5,2,85.9,0.0,14,0.9,0.3,Thornton,2022-10-07,D
PROP-02579,349200,4,1,77.6,123.2,56,0.5,0.7,Ashworth,2023-12-01,C
PROP-02580,222982,3,1,74.6,81.6,28,2.5,0.3,Chapel End,2024-04-02,D
PROP-02581,276981,2,1,80.6,35.2,6,1.4,0.4,Drayton,2022-12-23,G
PROP-02582,186853,3,1,67.3,75.7,72,2.5,0.3,Thornton,2022-06-25,E
PROP-02583,358165,3,1,95.0,88.3,5,0.1,0.8,Yarrow,2024-03-30,D
PROP-02584,178866,2,1,56.0,68.7,70,0.2,0.4,Northgate,2024-02-03,F
PROP-02585,285301,3,1,72.2,50.7,3,0.2,3.0,Castlegate,2022-03-13,E
PROP-02586,328316,3,2,76.8,84.5,7,0.8,0.3,Victoria,2023-08-15,E
PROP-02587,414677,3,2,88.8,77.3,7,0.2,3.0,Ferndale,2024-08-21,D
PROP-02588,198528,3,2,64.0,56.9,16,0.5,0.9,Kingsway,2024-07-13,F
PROP-02589,265000,2,2,65.3,82.4,45,2.3,0.4,Uppermill,2022-12-06,A
