transaction_amount,time_since_last_transaction,merchant_category_code,distance_from_home,transaction_frequency_24h,is_weekend,is_fraud
61.9,40.7,20,15.21,3,1,0
92.61,17.66,10,7.18,1,1,0
21.3,8.94,12,16.88,3,0,0
9.92,63.59,2,31.54,3,0,0
405.0,53.03,10,11.72,1,1,0
113.75,53.94,8,1.13,1,1,0
38.1,39.38,10,5.54,4,0,0
52.19,30.8,5,3.04,4,1,0
26.4,62.68,12,18.5,2,0,0
12.7,14.37,15,0.73,4,0,0
26.13,32.71,9,1.88,1,1,0
36.55,17.58,14,0.36,4,1,0
169.47,67.99,20,7.73,1,1,0
376.31,25.51,16,5.57,1,1,0
14.55,50.29,16,1.15,3,1,0
82.34,22.43,10,4.54,5,1,0
50.08,16.51,4,19.5,3,0,0
56.01,68.04,3,0.89,1,0,0
311.59,31.4,16,9.47,4,1,0
74.27,17.3,8,0.6,2,0,0
29.36,17.84,7,22.6,5,1,0
61.94,65.51,2,0.55,1,0,0
108.95,11.2,10,5.15,5,1,0
500,44.77,16,0.93,4,1,0
50.69,67.53,9,4.15,2,0,0
113.02,20.61,16,1.09,2,0,0
5.75,60.23,3,2.57,3,0,0
23.17,26.74,15,17.64,5,1,0
86.47,66.54,5,8.03,4,1,0
48.62,55.25,13,25.84,3,0,0
138.18,68.71,9,1.23,2,1,0
5,1.49,2,9.17,4,1,0
36.66,11.97,4,2.75,2,1,0
168.63,22.32,20,4.25,2,0,0
66.21,44.07,17,1.28,2,1,0
62.12,59.36,9,20.12,5,0,0
62.93,11.13,20,0.11,1,0,0
20.39,10.51,17,5.71,4,1,0
238.34,1.55,10,23.25,2,1,0
500,43.79,3,0.56,1,1,0
24.19,41.63,16,6.61,2,0,0
108.39,40.0,16,1.21,5,0,0
21.74,31.89,6,5.35,1,1,0
38.24,69.85,2,0.49,2,0,0
40.88,22.16,5,5.87,5,1,0
143.46,30.55,10,3.01,4,1,0
76.2,45.15,10,3.67,5,0,0
136.08,4.98,9,0.67,5,0,0
31.17,70.38,6,5.35,3,1,0
118.15,35.1,15,18.81,1,0,0
78.61,63.12,2,3.2,3,0,0
221.5,18.52,7,11.01,2,1,0
189.34,38.02,6,4.67,1,0,0
46.5,67.86,19,12.84,4,0,0
55.12,23.38,3,20.51,1,1,0
65.34,59.26,19,11.33,3,0,0
6.08,42.4,16,16.52,4,0,0
27.68,45.28,13,0.15,2,1,0
229.72,30.38,16,25.6,1,0,0
104.48,11.43,19,0.87,1,1,0
47.08,45.44,10,21.03,5,0,0
54.14,21.11,17,8.76,5,0,0
44.29,63.82,9,11.71,3,0,0
11.28,56.9,18,0.4,2,0,0
53.76,23.41,1,0.1,2,1,0
33.89,63.83,15,0.9,4,0,0
36.27,13.2,13,1.82,5,0,0
53.76,71.97,3,0.58,2,1,0
149.61,64.39,7,15.11,5,0,0
107.34,25.39,15,2.51,3,0,0
6.54,14.02,19,0.8,1,0,0
179.44,55.7,5,4.61,4,0,0
245.58,18.05,14,6.24,1,0,0
26.08,25.29,17,13.51,5,0,0
137.89,46.03,6,2.22,4,1,0
147.05,9.09,1,13.27,3,0,0
30.55,66.97,6,3.34,4,1,0
40.06,55.9,4,17.8,4,1,0
71.82,26.47,18,1.97,1,0,0
16.71,24.96,16,21.94,4,1,0
231.67,67.75,5,6.14,1,1,0
32.67,33.81,13,7.95,2,1,0
21.28,34.39,9,0.05,1,1,0
56.84,13.13,7,0.84,3,1,0
5,9.78,4,5.87,4,1,0
51.36,17.87,10,9.45,1,1,0
127.77,34.99,4,8.55,1,1,0
17.16,63.11,18,2.23,1,0,0
13.12,15.22,19,20.76,5,0,0
356.98,34.39,3,8.43,5,1,0
10.58,7.09,7,3.84,3,1,0
102.59,13.6,20,7.33,5,0,0
71.57,69.04,18,5.77,2,1,0
135.74,34.81,15,0.65,5,1,0
60.19,1.62,2,3.22,1,1,0
49.04,10.14,5,2.6,1,1,0
209.61,5.32,11,2.43,3,1,0
176.81,70.13,15,3.25,4,1,0
16.9,71.5,15,7.87,5,0,0
1978.36,5.81,3,112.81,10,0,1
144.19,22.02,1,8.44,4,0,0
113.62,13.72,15,2.39,4,1,0
102.54,33.64,9,16.84,1,0,0
33.3,62.96,7,2.08,2,1,0
42.74,13.57,15,0.89,4,1,0
130.91,17.7,1,1.82,1,1,0
93.99,41.97,12,3.03,5,1,0
87.4,31.02,15,9.01,4,0,0
173.05,59.13,14,13.24,4,1,0
23.8,6.52,15,32.74,1,0,0
18.02,58.91,6,1.67,4,0,0
21.71,22.74,19,3.68,5,1,0
352.73,18.53,18,6.92,1,1,0
82.27,64.35,18,4.69,2,0,0
82.94,28.46,16,0.28,4,0,0
165.45,13.43,1,12.41,5,1,0
209.02,14.52,9,3.79,5,0,0
166.44,46.21,19,1.19,1,1,0
69.81,30.43,19,1.73,4,1,0
49.41,4.0,10,2.87,2,0,0
95.85,46.98,3,0.13,3,0,0
62.44,32.12,2,22.52,4,1,0
32.95,10.41,6,4.51,5,1,0
190.36,71.6,4,13.07,2,1,0
56.8,36.91,5,14.51,2,1,0
26.25,33.82,9,36.47,5,0,0
15.28,4.46,2,4.12,2,0,0
227.03,47.13,17,1.15,3,1,0
87.02,34.19,12,11.66,2,1,0
46.57,18.31,8,12.17,1,0,0
109.45,23.29,18,8.01,2,0,0
8.94,23.77,14,1.27,5,0,0
202.92,16.8,15,4.97,2,1,0
453.19,8.9,15,1.48,2,1,0
25.89,45.4,6,6.54,5,1,0
35.43,20.13,20,3.36,2,1,0
69.32,14.74,9,5.49,1,0,0
52.96,13.81,6,5.49,3,0,0
47.27,20.53,8,1.2,1,0,0
147.62,59.1,12,3.48,2,1,0
19.09,35.16,10,6.67,3,1,0
41.09,47.67,10,0.56,5,0,0
42.53,56.77,18,7.6,4,1,0
29.41,47.97,12,17.09,5,1,0
17.05,18.71,10,6.81,4,0,0
41.15,47.95,12,2.97,2,1,0
74.76,29.18,12,25.61,4,0,0
43.57,3.04,18,2.01,4,1,0
98.32,20.63,19,30.04,5,1,0
30.54,68.98,20,6.42,5,1,0
17.42,51.58,5,0.43,2,0,0
88.23,38.61,12,0.86,5,0,0
14.76,16.98,13,5.46,4,1,0
691.56,40.82,4,0.63,2,0,0
42.1,37.75,10,0.05,2,0,0
70.91,27.37,2,3.21,2,0,0
88.04,63.8,16,17.08,3,1,0
125.86,18.75,19,7.86,1,1,0
24.13,36.28,13,12.23,5,1,0
26.8,62.69,13,3.54,4,1,0
10.89,61.72,18,7.22,4,1,0
28.54,43.72,10,6.51,2,1,0
103.24,27.61,10,1.92,2,1,0
32.05,12.91,20,26.54,1,0,0
33.59,24.92,8,0.25,4,1,0
60.04,69.9,12,3.88,3,0,0
61.76,69.28,7,9.92,2,0,0
33.26,49.19,12,8.77,1,0,0
248.62,37.01,15,0.21,5,0,0
28.33,19.1,11,8.32,4,1,0
86.06,30.08,8,18.44,3,0,0
79.97,41.56,2,3.15,5,0,0
5,15.97,14,2.66,4,0,0
140.9,10.63,18,1.78,3,0,0
53.45,54.48,1,5.77,5,0,0
194.29,18.38,16,13.14,4,0,0
92.14,64.66,6,3.06,4,0,0
70.52,6.9,17,3.69,3,1,0
25.11,69.89,7,1.81,2,0,0
12.58,32.5,8,12.75,4,0,0
32.09,12.14,7,2.27,2,0,0
8.49,37.65,18,10.79,4,0,0
35.21,71.32,7,0.0,1,0,0
39.22,7.17,19,2.01,1,0,0
143.73,39.17,13,7.47,1,0,0
54.06,35.6,9,8.51,2,0,0
13.64,52.75,10,6.82,3,1,0
21.56,42.5,18,0.37,4,0,0
38.97,39.85,3,5.53,4,1,0
53.0,15.11,2,15.94,2,0,0
73.28,6.16,12,3.72,3,0,0
64.33,42.85,8,2.33,4,0,0
149.07,26.97,7,4.89,3,1,0
157.35,60.38,16,5.97,5,1,0
197.84,48.81,4,0.96,4,0,0
19.64,65.68,16,5.33,4,0,0
76.35,44.19,11,1.38,2,1,0
55.86,49.25,11,16.82,4,1,0
19.14,51.89,5,5.54,2,1,0
41.16,29.21,5,3.35,2,1,0
34.24,56.85,12,7.39,4,0,0
17.05,58.67,16,0.53,5,0,0
409.35,32.29,20,0.93,2,0,0
67.08,7.38,8,25.96,2,1,0
103.98,44.16,3,6.83,4,1,0
18.36,34.43,18,12.96,2,0,0
21.1,33.7,15,2.75,1,0,0
36.74,36.11,8,2.25,2,1,0
23.16,48.12,11,3.08,4,1,0
229.28,47.17,7,7.02,1,0,0
10.04,26.43,3,7.33,1,1,0
336.09,12.6,18,7.52,3,1,0
38.2,57.13,14,3.52,1,0,0
76.18,58.09,17,5.0,5,0,0
365.82,13.96,3,1.64,5,0,0
82.65,40.47,2,28.69,4,1,0
114.74,43.05,20,4.25,3,0,0
59.41,69.5,4,14.45,1,0,0
157.05,34.81,16,10.97,5,0,0
53.68,41.33,16,4.11,4,0,0
58.44,7.05,8,1.01,4,0,0
8.99,47.99,8,1.77,3,1,0
497.16,55.11,14,5.35,5,1,0
102.34,49.97,1,43.85,1,1,0
56.91,25.24,10,6.35,3,0,0
48.47,41.61,6,9.25,2,0,0
6.22,58.25,1,4.88,4,0,0
17.91,31.52,18,1.81,5,0,0
38.63,57.53,10,6.59,1,0,0
8.97,28.76,7,2.29,3,0,0
155.2,10.38,3,2.08,1,0,0
500,17.33,19,14.34,4,1,0
76.83,56.86,18,3.33,3,0,0
159.0,44.74,4,24.76,2,0,0
79.77,48.36,15,9.4,1,0,0
67.48,13.33,13,8.49,1,1,0
77.35,19.36,16,7.8,2,0,0
117.12,6.22,9,8.76,5,0,0
28.73,53.35,19,16.39,2,0,0
18.84,30.57,4,16.31,2,0,0
71.13,66.33,16,7.61,5,0,0
53.79,25.98,18,8.72,4,0,0
18.82,27.05,2,6.72,3,0,0
30.91,22.13,1,2.22,4,0,0
22.51,53.42,15,7.27,1,0,0
70.78,12.89,19,11.07,1,0,0
94.98,46.07,16,27.8,4,1,0
11.34,5.17,18,4.39,1,1,0
11.54,51.29,19,8.97,1,0,0
121.44,43.86,16,0.28,3,1,0
41.35,2.66,1,5.64,5,1,0
110.82,33.0,20,8.62,5,0,0
208.04,47.25,17,11.76,2,0,0
120.22,28.99,18,2.65,3,0,0
5.47,62.41,13,2.58,4,1,0
29.42,32.09,15,26.3,1,0,0
65.97,56.12,15,2.81,1,1,0
106.13,40.01,5,4.73,1,0,0
22.79,33.03,18,9.57,2,1,0
143.82,67.27,1,8.03,5,1,0
17.68,62.65,16,29.28,1,1,0
15.13,4.8,13,1.08,1,1,0
43.18,27.59,7,9.14,1,1,0
21.48,60.9,16,1.14,5,1,0
29.09,37.39,19,0.14,3,0,0
36.74,1.43,1,9.3,5,0,0
49.28,8.64,19,2.76,5,0,0
84.82,37.13,12,3.4,1,0,0
60.89,9.94,20,12.76,2,1,0
194.49,69.92,14,3.17,5,1,0
36.47,60.11,1,3.11,4,1,0
81.21,63.79,10,4.95,4,1,0
13.73,50.69,2,24.8,4,1,0
29.97,3.7,2,2.12,2,0,0
14.67,41.59,5,7.14,3,1,0
145.68,23.28,7,17.98,3,0,0
120.75,30.81,2,28.77,2,1,0
27.62,54.8,10,15.15,1,1,0
36.16,67.14,12,1.82,2,0,0
58.52,69.99,18,6.09,1,0,0
89.2,59.13,17,10.2,5,1,0
141.08,56.55,4,7.63,3,0,0
348.12,6.67,3,2.73,1,1,0
31.89,12.3,11,7.2,1,0,0
42.75,57.68,18,0.12,5,1,0
52.55,9.13,16,24.05,3,1,0
188.58,22.4,18,34.88,4,0,0
88.8,23.56,11,1.77,1,1,0
50.55,21.16,16,4.78,3,0,0
143.16,37.04,9,16.94,3,1,0
38.92,32.02,7,10.68,5,1,0
5,7.63,8,8.94,2,0,0
206.44,68.47,1,12.97,1,1,0
5.91,40.66,17,5.02,2,0,0
23.43,2.45,8,3.61,4,0,0
74.39,38.16,13,16.04,4,0,0
243.02,60.44,13,6.89,2,0,0
90.64,57.89,12,3.22,2,0,0
54.83,2.33,18,1.59,1,1,0
29.07,8.65,7,16.82,2,0,0
9.51,53.91,14,8.59,5,0,0
169.35,68.46,16,5.07,1,0,0
26.67,1.11,1,5.0,1,0,0
27.88,41.25,1,7.97,3,0,0
17.19,21.94,5,17.4,3,1,0
109.58,43.44,7,11.7,2,1,0
401.74,47.11,8,31.21,5,0,0
48.68,51.55,4,3.29,3,0,0
14.19,23.95,2,10.89,5,1,0
67.61,26.99,6,7.36,2,1,0
102.38,51.07,12,18.23,2,1,0
201.9,18.53,20,2.54,5,0,0
62.23,52.23,3,13.31,1,0,0
150.09,58.8,19,15.02,3,1,0
264.01,43.09,7,18.78,2,1,0
21.9,61.18,10,0.52,5,0,0
500,60.47,4,19.57,1,0,0
36.75,67.91,13,0.44,2,0,0
16.68,8.98,20,17.27,4,0,0
29.75,58.55,3,4.49,2,1,0
73.2,55.61,2,4.35,3,1,0
105.5,52.1,18,36.2,3,1,0
48.08,2.72,6,11.65,4,0,0
62.38,63.32,12,5.15,5,0,0
31.19,30.48,12,15.75,5,0,0
44.49,1.46,17,4.56,4,1,0
153.87,22.53,8,4.77,3,1,0
5,66.19,20,11.46,4,1,0
23.56,24.47,11,20.44,4,1,0
67.35,56.51,7,6.11,4,0,0
49.84,16.36,18,3.13,2,1,0
16.41,50.4,20,0.48,5,0,0
27.24,26.07,15,25.03,5,0,0
294.26,4.63,3,1.75,1,1,0
43.89,16.83,15,3.23,5,1,0
17.13,1.19,19,1.53,1,0,0
40.55,24.52,7,2.2,4,1,0
149.56,1.19,11,55.41,11,1,1
50.05,45.63,17,11.66,4,1,0
12.64,25.76,10,4.27,4,0,0
436.33,28.51,4,6.53,5,0,0
15.05,71.49,8,6.49,4,0,0
85.27,26.59,10,14.49,4,1,0
88.71,47.74,6,5.16,4,1,0
8.25,6.28,2,11.56,4,0,0
8.6,10.96,14,4.46,4,0,0
190.65,71.86,20,4.79,1,0,0
5.72,39.01,4,13.17,5,0,0
29.44,41.86,11,0.15,3,1,0
64.5,6.06,14,1.97,2,1,0
11.83,64.47,16,23.44,5,1,0
188.52,57.62,5,5.87,5,0,0
722.12,22.38,5,4.24,4,0,1
255.76,14.68,12,6.63,5,0,0
11.14,11.81,7,12.59,5,1,0
97.35,60.52,19,38.14,2,1,0
86.42,14.55,1,9.53,2,0,0
45.59,20.01,2,21.06,4,1,0
145.07,14.05,2,7.91,5,0,0
10.7,32.43,13,21.69,5,1,0
41.5,3.65,18,4.02,5,1,0
42.71,11.47,8,10.31,1,1,0
348.88,10.94,18,5.36,5,0,0
135.71,34.33,15,3.33,1,1,0
90.77,52.88,9,1.57,5,0,0
13.15,36.34,4,3.34,3,0,0
58.66,43.36,18,6.34,1,1,0
24.42,7.06,13,20.34,2,0,0
369.2,67.49,3,2.15,5,1,0
10.04,19.21,20,2.15,2,0,0
16.09,5.48,7,4.44,4,1,0
23.76,61.96,7,12.49,5,1,0
20.27,30.35,20,2.23,2,1,0
164.03,63.99,14,2.43,1,1,0
14.94,53.7,11,90.51,4,1,0
69.87,3.06,9,10.09,2,0,0
39.53,12.74,1,8.6,2,0,0
16.67,41.59,12,3.84,4,1,0
101.37,63.34,18,8.17,2,0,0
124.21,22.43,19,4.54,3,1,0
25.26,66.62,8,1.78,3,0,0
434.83,63.94,9,4.8,4,1,0
269.51,68.4,9,0.5,4,1,0
159.76,25.85,16,1.57,1,0,0
29.66,62.12,16,4.84,3,0,0
19.52,29.03,9,7.02,4,1,0
42.63,11.19,14,2.25,4,0,0
232.15,51.76,4,0.09,1,1,0
50.54,59.64,7,13.69,3,0,0
185.2,21.96,3,2.8,4,0,0
500,47.2,19,1.74,2,1,0
80.07,23.53,17,4.54,3,0,0
309.92,20.72,18,1.55,1,1,0
13.02,1.5,13,3.93,5,0,0
22.16,21.92,5,14.43,5,1,0
28.89,70.66,18,3.22,1,0,0
39.29,67.66,7,1.8,5,1,0
115.5,26.7,5,5.7,1,0,0
83.22,35.19,15,17.81,5,1,0
130.74,40.66,17,14.97,5,0,0
13.08,27.8,8,2.12,5,0,0
32.67,1.81,12,9.44,1,0,0
46.16,64.16,14,2.35,5,1,0
21.03,46.84,5,5.54,1,0,0
36.67,36.38,10,5.69,3,1,0
126.11,2.11,7,7.08,4,0,0
39.08,15.98,13,1.71,5,1,0
39.26,29.11,12,2.46,2,0,0
21.5,23.08,16,15.63,1,0,0
465.32,56.68,19,6.79,1,1,0
321.28,11.06,10,3.36,2,1,0
118.7,17.79,7,9.17,9,1,0
16.99,31.51,19,6.19,5,1,0
121.12,37.84,6,7.4,4,1,0
7.66,12.09,15,7.98,3,0,0
47.98,25.42,12,27.14,3,0,0
56.7,44.17,16,2.17,5,1,0
35.41,44.22,16,14.84,1,0,0
43.89,34.67,10,5.78,1,1,0
8.68,36.65,3,8.57,2,0,0
199.58,37.66,13,4.31,1,0,0
54.51,56.13,17,2.04,4,0,0
13.68,46.41,4,22.08,2,1,0
282.68,6.03,13,0.14,2,1,0
42.82,60.81,11,11.16,1,0,0
90.79,20.55,18,5.59,4,0,0
30.67,46.8,20,10.29,1,0,0
38.72,5.8,10,2.87,4,1,0
200.4,64.96,4,0.7,4,0,0
132.28,50.81,6,5.99,3,1,0
127.77,52.41,17,5.82,5,1,0
129.56,48.9,20,50.89,12,1,1
95.6,3.18,19,4.48,3,1,0
404.32,54.79,19,7.12,5,1,0
20.4,1.26,19,1.97,1,1,0
8.71,71.26,7,6.12,1,1,0
41.89,15.16,13,8.87,5,1,0
98.88,11.47,9,0.7,4,0,0
61.48,57.18,15,3.24,4,1,0
180.4,28.82,5,6.71,2,0,0
123.39,25.47,11,7.32,2,1,0
50.03,26.99,7,3.53,2,1,0
53.15,62.69,15,14.17,3,0,0
95.55,19.18,19,6.68,1,0,0
180.98,30.99,3,6.73,4,1,0
18.59,60.3,16,3.44,4,0,0
161.13,24.93,15,18.09,2,0,0
44.88,50.48,11,3.66,5,1,0
213.2,58.56,2,4.25,2,0,0
29.93,12.55,8,2.18,1,0,0
39.57,71.67,3,11.26,5,1,0
44.57,44.96,12,3.65,5,0,0
22.33,58.49,4,4.82,2,0,0
128.34,43.52,13,1.42,4,0,0
66.37,15.88,15,15.34,1,1,0
103.71,34.01,19,2.5,2,0,0
500,24.64,2,1.12,5,0,0
39.16,8.4,1,0.24,1,1,0
118.42,71.61,11,0.99,1,1,0
61.49,36.49,3,3.25,5,0,0
228.44,61.52,5,1.44,4,0,0
7.08,32.6,3,13.31,3,1,0
171.98,50.81,6,5.49,3,1,0
81.34,54.34,17,3.75,5,1,0
245.99,46.01,13,0.45,5,0,0
58.96,5.29,10,7.03,5,1,0
13.28,53.0,14,12.56,4,1,0
114.29,56.32,10,1.53,1,1,0
127.02,15.3,19,14.15,4,0,0
73.33,19.14,3,1.34,4,0,0
258.71,20.38,11,3.34,4,1,0
60.54,7.42,1,6.11,3,1,0
68.26,52.26,12,4.26,3,0,0
17.83,41.24,18,3.42,4,1,0
35.73,46.05,1,4.81,2,0,0
7.24,38.61,6,10.55,2,0,0
96.19,22.19,16,15.89,5,0,0
37.15,22.47,7,0.76,2,1,0
31.7,10.78,7,4.63,4,0,0
115.06,53.21,16,3.35,4,1,0
43.66,6.97,14,1.91,4,1,0
37.94,59.59,11,1.14,4,1,0
28.97,5.1,13,20.89,2,0,0
105.61,69.85,5,15.02,4,1,0
11.08,48.85,15,3.82,4,0,0
12.89,25.24,19,14.47,1,1,0
132.14,40.71,5,84.53,7,0,1
35.6,54.5,7,26.98,1,0,0
16.38,34.18,8,4.16,1,0,0
62.38,60.28,20,19.8,1,0,0
54.33,40.17,11,0.91,1,1,0
105.71,47.68,9,4.3,4,0,0
119.03,4.02,13,1.56,5,1,0
32.02,62.65,8,4.96,3,1,0
76.45,9.41,17,1.05,2,0,0
9.2,31.96,13,20.44,3,0,0
22.91,7.21,2,1.57,3,0,0
39.56,70.56,18,1.47,2,0,0
129.01,13.09,17,1.37,4,0,0
9.19,61.54,3,1.81,4,1,0
10.41,42.39,16,6.68,1,0,0
125.39,44.99,14,4.31,1,1,0
77.93,29.33,5,4.7,1,0,0
39.41,46.16,7,3.19,1,1,0
110.15,25.47,20,7.12,4,1,0
122.47,27.5,16,14.76,2,0,0
59.9,33.1,7,4.83,3,1,0
255.85,9.8,11,6.43,3,0,0
184.6,8.13,13,11.16,1,1,0
33.81,10.42,3,17.99,2,1,0
60.49,64.72,3,11.37,5,0,0
13.6,69.11,17,20.8,4,0,0
12.58,7.43,5,17.46,1,0,0
18.48,21.07,4,5.51,5,0,0
40.57,46.79,18,13.77,2,1,0
43.89,3.32,13,3.43,5,0,0
5,71.07,11,1.13,5,1,0
45.95,31.66,19,8.65,1,1,0
55.95,34.65,14,16.34,4,1,0
24.47,52.03,12,15.94,4,1,0
56.04,2.98,18,7.18,2,1,0
63.83,37.86,20,0.8,2,1,0
27.65,8.41,3,8.87,4,1,0
62.96,32.87,5,11.34,4,0,0
28.85,8.61,16,7.93,3,0,0
74.03,49.61,3,5.05,3,0,0
131.0,6.2,14,0.92,2,0,0
29.07,8.84,17,8.6,1,0,0
88.01,57.58,9,0.39,4,1,0
124.56,41.99,6,3.83,3,0,0
122.93,69.33,15,5.01,5,0,0
74.3,45.71,11,15.72,5,1,0
17.11,23.83,16,7.53,3,1,0
60.09,58.23,14,6.46,1,1,0
12.04,59.45,16,5.1,4,1,0
80.06,24.29,20,3.07,4,1,0
118.88,18.44,12,8.1,1,1,0
66.14,30.96,2,1.81,3,0,0
46.51,11.38,11,14.1,4,1,0
8.04,21.04,12,7.42,2,0,0
107.55,50.42,4,42.26,3,0,0
17.1,32.96,13,4.68,1,0,0
148.69,9.45,12,8.67,1,1,0
20.8,50.36,1,2.87,1,1,0
77.22,67.3,2,2.71,2,0,0
89.69,35.27,3,1.98,2,1,0
20.45,9.59,8,0.53,1,0,0
78.39,65.08,15,13.26,1,1,0
130.55,68.28,19,1.23,2,1,0
161.16,56.77,8,0.91,3,0,0
71.23,22.72,19,7.32,3,1,0
34.97,24.33,15,24.82,3,0,0
149.87,37.7,12,4.75,2,0,0
11.78,29.83,14,6.3,2,1,0
197.3,64.55,8,0.68,2,0,0
69.79,68.95,7,10.21,4,0,0
13.02,67.43,18,3.63,2,0,0
35.05,50.5,18,1.09,4,1,0
66.86,56.62,10,1.08,2,1,0
65.19,71.25,15,1.41,3,1,0
488.16,36.06,15,23.76,2,1,0
14.85,9.14,20,2.4,1,1,0
17.18,68.74,3,16.76,3,1,0
65.48,62.36,15,29.51,5,1,0
112.89,7.8,1,5.35,1,1,0
48.24,53.97,19,3.54,4,1,0
92.48,33.06,4,1.63,1,1,0
20.07,7.16,4,9.19,3,0,0
293.27,59.03,7,9.47,4,1,0
69.4,69.89,2,0.12,3,1,0
157.33,18.65,7,6.15,2,1,0
179.63,57.96,15,1.6,4,1,0
172.98,58.91,11,6.61,2,0,0
786.95,0.79,1,20.32,5,0,1
13.11,14.3,3,261.62,9,1,1
89.63,25.89,20,8.01,2,0,0
22.34,40.98,8,11.33,4,1,0
142.66,37.86,19,16.93,3,0,0
22.86,46.13,12,2.34,1,1,0
80.04,10.58,2,24.18,2,1,0
171.86,58.08,19,6.93,5,0,0
13.38,69.02,15,10.65,1,0,0
108.86,35.32,19,11.02,1,0,0
9.4,50.09,16,11.37,2,0,0
43.48,38.39,6,4.48,3,0,0
38.36,28.88,15,3.79,2,1,0
30.52,40.61,10,3.69,5,1,0
164.38,44.72,1,8.61,1,0,0
11.87,70.13,6,3.68,3,0,0
43.7,34.68,15,7.62,3,0,0
32.34,23.28,4,4.06,2,0,0
26.97,63.07,19,4.81,4,0,0
175.86,54.45,19,5.62,2,1,0
50.84,8.56,3,5.6,3,0,0
121.61,65.24,20,7.33,4,0,0
55.45,7.32,4,14.43,4,0,0
39.24,27.19,1,5.83,2,0,0
78.72,7.6,2,19.94,2,1,0
500,18.09,3,0.85,1,1,0
20.65,3.39,12,5.56,1,1,0
26.81,4.87,1,4.46,3,1,0
166.26,64.53,4,13.82,2,1,0
22.33,66.52,8,4.26,5,0,0
111.71,56.98,12,2.21,1,1,0
32.65,26.47,15,0.86,5,0,0
154.75,53.31,12,10.26,4,1,0
112.01,1.07,6,14.86,1,0,0
46.6,54.41,13,5.92,4,0,0
170.1,20.27,18,15.0,5,0,0
84.7,54.79,16,10.76,1,0,0
54.84,56.34,13,7.48,2,0,0
24.68,68.27,5,0.73,4,1,0
500,43.95,13,18.68,3,0,0
21.35,10.74,7,8.23,5,0,0
5,5.32,16,15.03,4,0,0
20.65,10.58,14,12.58,2,1,0
63.47,20.08,3,0.11,4,1,0
500,3.08,2,13.96,2,0,0
70.59,31.59,18,0.13,1,0,0
90.03,10.71,16,21.73,1,0,0
86.37,50.27,13,6.7,2,1,0
18.14,12.79,13,1.95,2,0,0
59.98,37.92,16,12.59,2,1,0
74.96,13.6,11,0.49,2,0,0
89.68,51.35,4,0.77,5,1,0
32.83,5.74,3,7.76,5,0,0
69.92,48.37,5,16.1,3,0,0
75.6,36.72,18,7.55,3,0,0
10.04,4.85,4,0.5,3,0,0
20.14,58.24,19,7.52,1,1,0
202.55,44.77,11,8.73,3,0,0
81.69,21.62,8,8.62,3,0,0
14.14,54.92,12,13.76,5,0,0
592.52,24.7,7,7.47,2,1,0
61.79,53.97,18,7.43,1,1,0
44.2,32.32,10,14.55,4,0,0
31.83,42.06,2,4.41,1,0,0
355.55,53.05,14,3.72,1,0,0
42.39,56.77,9,2.34,5,1,0
77.37,31.07,17,1.3,4,1,0
203.01,32.55,11,11.13,4,1,0
84.76,20.51,1,13.48,3,0,0
33.62,23.7,3,0.73,5,1,0
50.61,67.09,8,2.48,1,1,0
64.9,58.4,4,0.86,2,0,0
44.65,5.4,15,0.45,5,1,0
49.88,37.39,19,8.11,2,0,0
115.17,64.55,6,0.33,1,1,0
31.22,69.64,6,1.9,1,1,0
500,60.19,5,14.65,5,1,0
9.82,44.37,13,2.61,5,0,0
67.79,30.14,12,14.09,4,1,0
104.52,28.04,14,18.13,5,1,0
1880.17,12.49,3,90.71,3,0,1
57.67,20.1,14,5.76,1,1,0
29.58,28.83,6,9.57,1,0,0
178.48,28.05,13,8.9,2,0,0
87.74,14.83,4,0.88,3,1,0
21.43,28.32,13,31.27,2,1,0
111.2,55.98,20,0.02,2,0,0
19.89,64.81,16,9.81,5,1,0
26.8,45.61,11,9.64,5,0,0
197.0,12.24,18,18.61,3,0,0
241.63,27.67,18,1.14,3,0,0
54.36,58.54,8,8.74,5,1,0
35.72,41.15,6,3.37,2,1,0
86.16,1.98,2,2.25,4,0,0
295.27,3.5,12,1.56,4,0,0
5,66.83,2,4.66,5,1,0
44.26,41.75,13,13.07,4,1,0
77.62,28.63,7,16.32,2,1,0
274.95,47.96,12,8.51,4,0,0
187.02,37.68,20,13.18,3,1,0
12.08,58.4,8,2.14,4,1,0
18.3,58.91,18,2.43,1,0,0
10.93,22.95,8,2.0,4,1,0
115.91,7.07,8,11.8,3,1,0
47.36,6.45,9,21.72,3,0,0
217.28,66.26,4,4.7,4,1,0
15.24,8.24,5,3.78,4,0,0
80.65,18.68,3,5.61,4,0,0
83.23,28.58,13,2.68,2,0,0
106.95,28.35,19,1.69,1,1,0
23.94,45.76,7,0.12,4,1,0
5.73,45.84,1,3.33,4,1,0
48.78,52.92,20,4.61,4,0,0
80.93,71.46,11,4.21,5,1,0
105.74,8.47,17,6.99,3,1,0
309.23,21.62,10,24.86,1,1,0
48.03,21.4,2,2.82,5,1,0
29.99,3.49,4,1.77,5,1,0
32.12,41.02,5,10.35,5,1,0
172.52,44.65,2,1.0,2,1,0
65.88,42.74,20,3.19,4,1,0
500,2.13,13,0.36,5,0,0
5,42.24,3,13.01,3,0,0
152.63,24.8,11,19.26,1,1,0
13.53,54.42,3,0.93,5,1,0
44.05,63.62,12,10.78,4,1,0
