sol,earth_date,min_temp_c,max_temp_c,pressure_pa,wind_speed_ms,uv_index,instrument_status
3818,2034-06-14,-82.8,-20.0,789.8,30.2,6,nominal
3819,2034-06-15,,-15.8,618.9,26.6,2,nominal
3820,2034-06-16,-76.2,-7.9,847.3,21.1,6,warning
3821,2034-06-17,-70.3,-6.7,716.4,4.6,1,nominal
3822,2034-06-18,-78.0,-23.2,801.5,15.3,9,nominal
3823,2034-06-19,-67.7,-4.0,740.8,24.3,4,nominal
3824,2034-06-20,-60.6,-18.0,809.8,21.9,9,nominal
3825,2034-06-21,-63.5,-14.1,841.6,5.5,10,nominal
3826,2034-06-22,-84.1,-9.3,592.5,27.4,4,nominal
3827,2034-06-23,-75.6,-11.9,767.5,9.9,2,warning
3828,2034-06-24,,-14.8,657.8,17.5,1,nominal
3829,2034-06-25,-70.5,-11.1,765.3,31.1,3,nominal
3830,2034-06-26,-78.4,-23.8,761.3,15.7,4,offline
3831,2034-06-27,-60.8,-13.9,702.1,16.8,9,nominal
3831,2034-06-27,-60.8,-13.9,702.1,16.8,9,nominal
3832,2034-06-28,-64.7,-4.6,643.8,5.7,4,nominal
3833,2034-06-29,-79.0,-9.0,702.1,16.6,0,nominal
3834,2034-06-30,-85.6,-19.4,,22.7,9,nominal
3835,2034-07-01,-70.6,-5.4,,16.7,9,nominal
3836,2034-07-02,-72.7,-16.1,824.4,18.4,0,nominal
3837,2034-07-03,-82.4,-19.6,847.5,17.9,9,nominal
3838,2034-07-04,-64.9,-15.8,701.5,20.0,2,nominal
3839,2034-07-05,-60.8,-8.0,786.2,16.2,8,nominal
3840,2034-07-06,-67.5,-12.6,682.7,5.3,,nominal
3841,2034-07-07,-78.7,-18.3,636.8,33.2,3,nominal
3842,2034-07-08,-76.8,-27.0,718.1,5.5,1,warning
3843,2034-07-09,-72.4,-5.4,,22.3,0,nominal
3844,2034-07-10,-75.7,-18.0,567.3,32.5,9,nominal
3845,2034-07-11,-88.1,-21.8,841.1,32.5,10,nominal
3846,2034-07-12,-76.2,-7.5,750.5,10.0,7,warning
3847,2034-07-13,-63.9,-17.9,807.3,14.1,2,nominal
3848,2034-07-14,-86.4,-7.2,769.8,33.1,9,warning
3849,2034-07-15,-73.0,-27.4,749.7,31.1,7,nominal
3850,2034-07-16,-59.1,-19.9,822.2,15.7,6,offline
3851,2034-07-17,-80.8,-4.8,690.6,10.1,4,nominal
3852,2034-07-18,-84.2,-4.7,823.4,8.3,4,warning
3853,2034-07-19,-64.7,-20.9,768.3,,2,nominal
3854,2034-07-20,-74.2,-8.7,628.0,33.6,8,nominal
3855,2034-07-21,-81.9,-28.6,755.2,23.5,8,warning
3856,2034-07-22,-82.0,-10.8,754.7,14.4,4,nominal
3857,2034-07-23,-70.5,-27.2,740.4,28.4,5,offline
3858,2034-07-24,-83.0,-22.1,634.8,,9,nominal
3859,2034-07-25,-69.9,-28.5,849.7,,11,offline
3860,2034-07-26,-75.3,-29.8,808.2,25.5,9,nominal
3861,2034-07-27,-61.9,-11.6,600.2,16.6,0,nominal
3862,2034-07-28,-60.6,-9.9,818.8,14.0,7,nominal
3863,2034-07-29,-60.9,-24.7,625.1,22.4,4,nominal
3864,2034-07-30,-80.0,-19.4,684.0,32.6,8,nominal
3865,2034-07-31,-83.4,-19.5,611.5,25.5,1,nominal
3866,2034-08-01,-70.4,-23.5,778.6,24.0,11,nominal
3867,2034-08-02,-70.5,-21.4,692.0,31.9,2,nominal
3868,2034-08-03,,-29.6,725.5,31.1,,nominal
3869,2034-08-04,-79.0,-8.7,824.8,31.6,4,nominal
3870,2034-08-05,-61.3,-26.4,,9.4,10,nominal
3871,2034-08-06,-74.0,-29.2,713.7,23.7,10,nominal
3872,2034-08-07,-85.9,-14.3,745.8,27.0,9,nominal
3873,2034-08-08,-79.6,-14.9,633.4,6.9,0,nominal
3874,2034-08-09,-61.8,,,8.1,10,offline
3875,2034-08-10,-65.6,-26.1,578.1,9.7,9,nominal
3876,2034-08-11,-80.3,-14.3,614.0,6.0,6,nominal
3877,2034-08-12,-87.5,-28.5,,,11,nominal
3878,2034-08-13,-78.9,-7.9,621.7,32.1,,nominal
3879,2034-08-14,-78.2,-11.8,558.2,24.6,7,nominal
3880,2034-08-15,-78.3,-13.6,780.7,12.9,10,warning
3881,2034-08-16,-74.3,-9.9,792.1,11.5,10,nominal
3882,2034-08-17,-77.5,-17.1,575.3,33.9,9,offline
3883,2034-08-18,-77.8,-25.2,765.2,16.8,2,nominal
3884,2034-08-19,-66.0,,733.8,21.0,0,nominal
3885,2034-08-20,-82.3,-21.2,610.9,25.9,9,nominal
3886,2034-08-21,-82.2,-29.9,806.3,8.8,10,nominal
3887,2034-08-22,-63.8,-8.0,837.2,25.1,0,nominal
3888,2034-08-23,-63.4,-12.3,846.8,4.9,11,nominal
3889,2034-08-24,-92.1,-25.1,814.0,6.3,5,warning
3890,2034-08-25,-89.6,-22.7,581.8,21.4,1,nominal
3891,2034-08-26,-89.0,,829.7,18.9,10,nominal
3892,2034-08-27,-77.1,-22.1,675.8,26.5,4,nominal
3893,2034-08-28,-76.5,-24.6,740.8,13.1,2,nominal
3894,2034-08-29,-73.9,-20.8,694.7,,10,nominal
3895,2034-08-30,-63.9,-16.9,747.0,26.4,0,nominal
3896,2034-08-31,-91.3,-22.2,743.8,6.5,10,offline
3897,2034-09-01,-89.0,-31.8,642.1,31.5,2,nominal
3898,2034-09-02,-75.1,-15.7,756.0,23.0,3,nominal
3899,2034-09-03,-63.7,-13.0,755.1,31.3,0,nominal
3900,2034-09-04,-81.2,-32.1,798.5,31.2,0,nominal
3901,2034-09-05,-87.5,-13.1,611.5,11.4,6,nominal
3902,2034-09-06,-70.8,-10.5,635.4,8.2,11,nominal
3903,2034-09-07,-71.3,-27.6,735.3,12.4,4,nominal
3904,2034-09-08,-79.2,-18.6,835.1,,5,nominal
3905,2034-09-09,-85.8,-14.0,663.5,16.8,3,nominal
3906,2034-09-10,,-19.8,689.7,33.1,3,nominal
3907,2034-09-11,-86.0,-9.2,677.9,25.0,2,nominal
3908,2034-09-12,-81.5,-29.4,693.3,5.7,1,nominal
3909,2034-09-13,-80.3,-16.2,800.6,3.6,0,nominal
3910,2034-09-14,-79.5,-23.5,710.8,18.9,1,nominal
3911,2034-09-15,-70.9,-29.1,732.5,19.5,10,nominal
3912,2034-09-16,-78.0,-24.4,555.2,8.9,5,nominal
3913,2034-09-17,-69.9,-31.7,744.1,20.5,1,nominal
3914,2034-09-18,-74.4,-12.0,739.5,27.9,8,nominal
3915,2034-09-19,-72.9,-17.4,591.2,17.2,2,nominal
3916,2034-09-20,-84.1,-13.6,731.3,27.9,,warning
3917,2034-09-21,-78.5,-17.9,559.6,26.9,8,nominal
3918,2034-09-22,-91.4,-18.9,667.8,19.5,4,nominal
3919,2034-09-23,-81.9,-26.4,686.9,6.6,0,nominal
3920,2034-09-24,-64.8,-20.6,660.8,,10,nominal
3921,2034-09-25,-94.5,-11.3,688.2,7.2,6,nominal
3922,2034-09-26,-93.0,-15.6,608.6,16.1,0,nominal
3923,2034-09-27,-68.3,-19.8,665.1,21.8,2,nominal
3924,2034-09-28,-64.8,-33.1,552.5,25.7,2,nominal
3925,2034-09-29,-69.1,-11.3,750.5,14.5,5,nominal
3926,2034-09-30,-77.8,-15.3,743.0,18.4,10,nominal
3927,2034-10-01,-71.4,-28.9,624.0,13.0,8,nominal
3928,2034-10-02,-82.7,,706.9,20.2,6,nominal
3929,2034-10-03,-88.5,-17.3,597.2,14.2,4,warning
3930,2034-10-04,-70.0,-19.5,571.8,15.9,5,nominal
3931,2034-10-05,-76.3,-16.5,581.4,11.6,4,nominal
3932,2034-10-06,-89.9,-27.8,787.7,10.7,11,nominal
3933,2034-10-07,-89.3,-12.0,707.9,13.5,,nominal
3934,2034-10-08,-93.2,-18.9,559.8,15.2,0,nominal
3935,2034-10-09,-65.0,-23.7,758.9,21.1,9,nominal
3936,2034-10-10,,-34.3,759.6,9.3,9,warning
3937,2034-10-11,-88.6,-13.5,635.5,,9,nominal
3938,2034-10-12,-67.6,-32.0,761.5,12.9,10,nominal
3939,2034-10-13,-84.1,-10.9,760.6,27.9,4,nominal
3940,2034-10-14,,-21.6,654.1,4.9,,nominal
3941,2034-10-15,-74.2,-24.5,634.4,14.6,10,offline
3942,2034-10-16,-74.6,-31.0,559.1,24.2,9,nominal
3943,2034-10-17,-78.3,-18.7,610.8,15.7,7,nominal
3944,2034-10-18,-82.6,-26.9,670.1,16.8,0,warning
3945,2034-10-19,,-25.0,817.5,15.8,1,nominal
3946,2034-10-20,-84.8,-28.8,640.9,19.0,5,nominal
3947,2034-10-21,-86.4,-32.0,765.2,,5,warning
3948,2034-10-22,-85.0,-32.3,575.3,3.3,6,nominal
3949,2034-10-23,-84.6,-20.9,604.9,17.4,1,warning
3950,2034-10-24,,-13.8,823.2,21.6,1,nominal
3951,2034-10-25,-86.2,-14.6,670.0,25.0,8,nominal
3952,2034-10-26,-65.2,-29.4,681.2,23.2,7,nominal
3953,2034-10-27,-66.5,-21.7,620.4,15.4,1,nominal
3954,2034-10-28,-83.5,-10.8,651.9,20.6,8,nominal
3955,2034-10-29,-67.8,-23.8,726.5,,0,nominal
3956,2034-10-30,-69.6,-27.5,599.4,19.4,8,offline
3957,2034-10-31,-81.7,-20.6,670.0,26.7,1,nominal
3958,2034-11-01,-69.0,-32.2,714.0,21.4,5,nominal
3959,2034-11-02,-85.1,-17.0,618.7,25.1,11,nominal
3960,2034-11-03,-67.4,-15.8,856.6,25.2,7,nominal
3961,2034-11-04,-70.3,-29.9,707.4,2.6,3,nominal
3962,2034-11-05,-93.6,-25.4,793.3,26.7,,nominal
3963,2034-11-06,-75.4,-10.7,783.4,30.3,3,nominal
3964,2034-11-07,-70.7,-18.3,708.1,25.6,5,nominal
3965,2034-11-08,-73.0,-11.2,816.1,,2,nominal
3966,2034-11-09,-71.0,-27.0,669.1,13.1,10,offline
3967,2034-11-10,,-28.4,827.8,29.3,5,nominal
3968,2034-11-11,-94.3,-28.1,757.4,29.0,2,nominal
3969,2034-11-12,-72.2,-24.3,799.3,31.1,10,nominal
3970,2034-11-13,-78.1,-21.6,607.3,9.6,3,nominal
3971,2034-11-14,-93.4,,669.3,23.2,3,nominal
3972,2034-11-15,-75.8,-34.7,763.9,2.2,,nominal
3973,2034-11-16,-82.3,-13.7,,11.7,9,offline
3974,2034-11-17,-82.7,-19.9,821.9,24.6,,nominal
3975,2034-11-18,-82.6,-17.4,734.9,28.2,6,nominal
3976,2034-11-19,-84.4,,764.4,26.4,4,warning
3977,2034-11-20,,-29.1,729.4,22.7,1,nominal
3978,2034-11-21,-90.2,-16.1,610.4,,0,nominal
3979,2034-11-22,-90.6,-21.3,744.9,18.8,10,nominal
3980,2034-11-23,-91.6,-11.1,664.9,25.4,9,nominal
3981,2034-11-24,-86.0,-16.0,720.3,14.9,7,nominal
3982,2034-11-25,,-22.9,845.0,,1,nominal
3983,2034-11-26,-87.0,-11.1,678.2,6.7,3,nominal
3984,2034-11-27,-79.6,-11.0,799.7,15.8,9,nominal
3985,2034-11-28,-68.3,-29.4,783.7,8.4,4,nominal
3986,2034-11-29,-88.6,-30.2,725.2,9.7,8,warning
3987,2034-11-30,-87.6,-19.1,574.9,7.5,10,nominal
3988,2034-12-01,-67.8,-16.9,866.4,12.2,2,nominal
3989,2034-12-02,-82.4,-17.2,723.9,28.0,,nominal
3990,2034-12-03,-81.6,-30.1,857.1,24.1,3,nominal
3991,2034-12-04,-69.4,-15.8,846.6,10.4,11,nominal
3992,2034-12-05,-66.8,-10.8,574.7,10.7,0,nominal
3993,2034-12-06,-78.6,-9.1,672.2,,,nominal
3994,2034-12-07,-81.2,-11.6,736.2,21.7,4,nominal
3995,2034-12-08,-83.3,-15.2,598.7,20.1,11,nominal
3996,2034-12-09,-76.6,-17.1,611.5,29.0,10,nominal
3997,2034-12-10,-74.6,-16.0,837.7,6.9,1,offline
3998,2034-12-11,-74.0,-9.1,613.2,23.6,7,nominal
3999,2034-12-12,-65.0,-15.1,741.3,13.0,0,nominal
4000,2034-12-13,-70.7,-9.0,617.9,16.9,4,warning
4001,2034-12-14,-84.5,-31.9,771.2,30.8,3,nominal
4002,2034-12-15,-92.1,,774.6,32.1,8,nominal
4003,2034-12-16,-64.2,-31.3,868.5,9.0,5,nominal
4004,2034-12-17,-79.3,-22.4,767.8,24.2,4,nominal
4005,2034-12-18,-73.4,-32.4,730.3,26.2,11,nominal
4006,2034-12-19,-70.0,-23.8,755.2,13.2,,nominal
4007,2034-12-20,-84.6,-18.4,821.8,24.0,11,nominal
4008,2034-12-21,-65.4,-28.6,583.4,21.4,3,nominal
4009,2034-12-22,,-31.9,828.8,24.9,3,nominal
4010,2034-12-23,-77.1,-21.4,669.9,16.1,0,offline
4011,2034-12-24,-77.1,-24.1,597.0,16.6,9,nominal
4012,2034-12-25,-90.7,-13.2,737.7,8.0,5,nominal
4013,2034-12-26,-89.7,-27.4,687.1,10.3,1,nominal
4014,2034-12-27,-63.9,,632.6,14.1,3,nominal
4015,2034-12-28,-92.2,-28.8,797.1,,4,nominal
4016,2034-12-29,-70.8,-31.5,760.3,,2,nominal
4017,2034-12-30,-64.6,-17.7,774.3,21.9,1,nominal
4018,2034-12-31,-67.9,-16.9,729.7,9.7,11,nominal
4019,2035-01-01,-66.8,-16.1,733.5,18.2,4,warning
4020,2035-01-02,-81.4,-16.2,668.4,14.7,0,nominal
4021,2035-01-03,-79.0,-17.1,697.6,17.9,4,nominal
4022,2035-01-04,,-28.5,843.2,9.3,4,nominal
4023,2035-01-05,-80.2,-20.3,600.3,19.7,8,warning
4024,2035-01-06,-81.0,-13.8,839.1,11.4,11,offline
4025,2035-01-07,,-20.8,606.3,26.2,10,nominal
4026,2035-01-08,-81.8,-28.6,623.7,24.2,6,nominal
4027,2035-01-09,-88.1,,871.3,21.6,0,warning
4028,2035-01-10,-61.4,-21.6,727.4,27.7,0,offline
4029,2035-01-11,-71.8,-22.6,700.2,,10,nominal
4030,2035-01-12,-71.7,-22.7,859.7,25.3,0,nominal
4031,2035-01-13,-73.4,-18.5,594.4,34.5,5,nominal
4032,2035-01-14,,-27.8,647.5,7.0,0,nominal
4033,2035-01-15,-89.6,-20.9,758.9,27.9,8,nominal
4034,2035-01-16,-75.2,-15.6,656.1,30.1,1,nominal
4035,2035-01-17,-76.4,-19.7,696.8,34.1,10,nominal
4036,2035-01-18,-87.5,-10.2,692.2,33.2,2,nominal
4037,2035-01-19,-63.3,-6.9,604.0,17.7,4,nominal
4038,2035-01-20,-84.3,-10.6,869.5,31.7,3,nominal
4039,2035-01-21,-75.4,,638.4,18.7,,offline
4040,2035-01-22,-90.1,-14.4,828.3,,2,nominal
4041,2035-01-23,-89.4,-18.5,734.8,20.6,5,nominal
4042,2035-01-24,-80.6,-7.6,602.9,11.7,9,nominal
4043,2035-01-25,-70.5,,639.6,18.9,7,nominal
4044,2035-01-26,-88.7,-11.7,595.2,30.4,8,nominal
4045,2035-01-27,-87.0,-16.5,685.0,21.2,6,nominal
4045,2035-01-27,-87.0,-16.5,685.0,21.2,6,nominal
4046,2035-01-28,,-22.7,647.4,23.1,1,nominal
4047,2035-01-29,-70.3,-21.9,657.9,26.4,3,warning
4048,2035-01-30,-70.8,-8.3,744.8,18.0,3,offline
4049,2035-01-31,-67.8,-12.9,645.6,22.0,0,nominal
4049,2035-01-31,-67.8,-12.9,645.6,22.0,0,nominal
4050,2035-02-01,-84.5,-24.1,712.0,33.4,1,nominal
4051,2035-02-02,-74.3,-10.7,838.7,32.8,6,nominal
4052,2035-02-03,-70.3,-16.4,641.0,14.1,11,nominal
4053,2035-02-04,-79.0,-11.3,868.4,23.6,4,warning
4054,2035-02-05,-82.9,-6.6,653.5,12.3,6,nominal
4055,2035-02-06,-58.7,-25.2,807.7,28.5,3,nominal
4056,2035-02-07,,-16.5,734.7,22.7,1,nominal
4057,2035-02-08,-87.7,-19.4,750.0,27.6,3,nominal
4058,2035-02-09,-70.2,-12.1,671.2,12.8,1,nominal
4059,2035-02-10,-65.6,-10.5,,15.1,7,nominal
4060,2035-02-11,-67.9,-11.8,,17.8,6,nominal
4061,2035-02-12,-65.4,-15.8,869.4,23.6,6,warning
4062,2035-02-13,-85.8,-23.3,673.5,12.9,5,offline
4063,2035-02-14,-75.2,-26.1,680.6,30.8,11,nominal
4064,2035-02-15,-74.3,-23.5,733.4,15.2,7,nominal
4065,2035-02-16,-85.1,-10.7,828.7,22.2,4,nominal
4066,2035-02-17,-67.1,-7.6,870.9,24.6,9,nominal
4067,2035-02-18,-70.5,-15.3,714.6,12.0,2,nominal
4068,2035-02-19,-81.3,-20.3,863.7,27.6,8,nominal
4069,2035-02-20,-58.1,-22.5,667.6,24.2,7,nominal
4070,2035-02-21,-86.5,-7.4,776.5,33.1,9,nominal
4071,2035-02-22,,-22.5,807.4,29.7,4,nominal
4072,2035-02-23,-60.3,-9.2,785.2,33.3,11,nominal
4073,2035-02-24,-68.3,-5.6,621.3,29.6,8,nominal
4074,2035-02-25,-60.1,,758.4,12.0,10,offline
4075,2035-02-26,-59.3,-20.2,698.9,11.9,2,nominal
4076,2035-02-27,-63.2,-18.6,731.3,19.5,,warning
4077,2035-02-28,-64.6,-16.0,870.9,28.9,10,nominal
4078,2035-03-01,-69.4,-21.0,839.5,19.7,5,nominal
4079,2035-03-02,-57.8,,675.7,19.4,7,nominal
4080,2035-03-03,-64.9,-22.7,733.3,29.5,11,nominal
4081,2035-03-04,-69.8,-11.1,825.9,17.8,6,nominal
4082,2035-03-05,-66.5,-20.8,684.0,15.5,8,nominal
4083,2035-03-06,-66.1,-12.3,778.4,17.1,2,nominal
4084,2035-03-07,-67.2,-23.7,906.9,26.8,3,nominal
4085,2035-03-08,-55.1,-13.0,869.6,25.8,1,nominal
4086,2035-03-09,-81.5,,633.8,5.8,9,nominal
4087,2035-03-10,-66.5,-4.1,644.0,5.9,6,nominal
4088,2035-03-11,-74.9,-24.4,676.3,13.7,3,warning
4089,2035-03-12,-81.5,-16.0,699.8,14.9,5,offline
4090,2035-03-13,-67.2,,745.0,4.0,1,warning
4091,2035-03-14,-67.6,-19.5,630.8,10.7,3,nominal
4092,2035-03-15,-69.9,-11.3,817.1,32.1,3,nominal
4093,2035-03-16,-74.6,-16.2,785.5,28.8,0,nominal
4094,2035-03-17,-61.0,-9.7,802.2,13.8,11,nominal
4095,2035-03-18,-79.5,-21.8,796.8,7.6,7,nominal
4096,2035-03-19,-63.6,-10.0,663.8,19.6,,nominal
4097,2035-03-20,-68.1,-5.3,798.0,8.0,9,nominal
4098,2035-03-21,-72.2,-14.5,703.3,31.7,1,nominal
4099,2035-03-22,-54.6,-22.2,832.5,27.7,0,nominal
4100,2035-03-23,-62.0,-18.0,860.8,29.0,3,nominal
4101,2035-03-24,-56.4,-19.9,910.9,9.9,5,nominal
4102,2035-03-25,,-4.3,647.9,13.2,9,nominal
4103,2035-03-26,-70.1,1.3,786.7,,5,nominal
4104,2035-03-27,-81.6,-0.5,638.8,26.4,0,nominal
4105,2035-03-28,-69.8,-6.7,704.5,19.8,5,nominal
4106,2035-03-29,-80.4,-0.9,741.5,29.8,5,nominal
4107,2035-03-30,-76.7,-2.8,907.3,23.7,4,warning
4108,2035-03-31,,-8.4,877.4,10.3,9,nominal
4109,2035-04-01,-52.3,-19.3,740.0,23.1,2,warning
4110,2035-04-02,-57.9,2.2,705.8,,10,nominal
4111,2035-04-03,-58.2,-19.7,738.4,24.1,7,nominal
4112,2035-04-04,-66.1,,822.8,26.4,6,nominal
4113,2035-04-05,-63.5,-20.4,858.2,21.1,8,nominal
4114,2035-04-06,-66.6,,803.3,25.3,8,nominal
4115,2035-04-07,-79.4,3.2,858.1,12.9,10,warning
4116,2035-04-08,-52.4,-18.9,678.2,,11,nominal
4117,2035-04-09,-78.5,,835.1,21.7,1,nominal
4118,2035-04-10,-58.7,-17.8,877.4,,2,warning
4119,2035-04-11,-71.9,-12.3,718.3,26.8,11,nominal
4120,2035-04-12,-52.2,-3.7,838.1,21.0,11,nominal
4121,2035-04-13,-76.3,-11.8,800.2,3.3,6,nominal
4122,2035-04-14,-57.5,-19.1,745.8,10.3,2,warning
4123,2035-04-15,,-12.4,650.8,21.2,10,nominal
4124,2035-04-16,-76.0,-8.4,872.4,10.3,5,nominal
4125,2035-04-17,-60.2,5.0,682.8,15.4,1,nominal
4126,2035-04-18,-57.0,-12.9,806.4,2.0,3,nominal
4127,2035-04-19,-60.9,-19.1,854.9,28.1,4,nominal
4128,2035-04-20,-65.8,-14.7,634.2,15.6,2,nominal
4129,2035-04-21,-76.7,4.9,731.7,14.5,9,nominal
4130,2035-04-22,-69.5,-10.0,919.5,11.8,9,nominal
4131,2035-04-23,-62.2,-15.2,860.6,,10,warning
4132,2035-04-24,-76.3,4.6,924.6,12.4,1,nominal
4133,2035-04-25,-63.8,0.3,924.5,8.3,4,nominal
4134,2035-04-26,-76.5,-14.9,883.6,7.7,0,nominal
4135,2035-04-27,-69.8,-6.6,772.4,21.5,10,nominal
4136,2035-04-28,-51.3,6.1,636.4,21.1,6,nominal
4137,2035-04-29,-60.4,6.2,910.7,22.2,5,nominal
4138,2035-04-30,-77.4,-6.6,760.5,10.1,9,nominal
4139,2035-05-01,-62.5,,763.3,28.9,9,nominal
4140,2035-05-02,-76.2,-15.9,896.1,25.3,7,nominal
4141,2035-05-03,-70.7,-1.2,904.1,8.0,8,nominal
4142,2035-05-04,-64.3,-7.1,890.3,28.2,7,nominal
4143,2035-05-05,-73.8,7.8,874.0,19.3,1,nominal
4144,2035-05-06,,-4.6,728.8,13.0,8,nominal
4145,2035-05-07,-51.7,-8.4,785.4,23.7,4,warning
4146,2035-05-08,-57.3,-4.3,892.2,17.7,0,nominal
4147,2035-05-09,-61.7,-10.1,725.3,3.7,2,warning
4148,2035-05-10,-48.4,-5.4,881.4,14.5,6,nominal
4149,2035-05-11,-72.7,-3.2,756.1,18.2,11,nominal
4150,2035-05-12,-63.7,8.1,856.6,13.7,2,nominal
4151,2035-05-13,-60.6,4.0,790.6,12.1,7,nominal
4152,2035-05-14,-49.7,-7.1,833.5,20.5,10,nominal
4153,2035-05-15,-74.1,-8.1,827.3,12.8,3,nominal
4154,2035-05-16,-71.1,-11.4,741.0,8.0,10,nominal
4155,2035-05-17,-64.5,-7.0,829.7,21.6,5,nominal
4156,2035-05-18,-55.9,-7.7,683.0,29.3,,nominal
4157,2035-05-19,,-8.4,637.6,11.8,9,nominal
4158,2035-05-20,-48.9,-12.5,720.4,16.9,0,nominal
4159,2035-05-21,-67.9,-11.0,672.3,20.3,6,warning
4160,2035-05-22,-62.2,-6.2,756.6,20.3,10,nominal
4161,2035-05-23,-54.7,-11.6,756.9,20.7,4,nominal
4162,2035-05-24,-73.6,-0.4,785.6,25.7,4,nominal
4163,2035-05-25,-70.9,9.6,778.3,,6,nominal
4164,2035-05-26,-63.8,-12.4,,27.4,4,nominal
4165,2035-05-27,-53.7,9.0,776.2,8.5,8,nominal
4166,2035-05-28,,-4.1,919.0,8.5,11,nominal
4167,2035-05-29,-54.0,-0.8,926.1,30.8,8,nominal
4168,2035-05-30,-45.8,-10.1,,10.4,2,nominal
4169,2035-05-31,-72.8,2.6,828.8,11.7,8,warning
4170,2035-06-01,-45.6,-9.4,671.8,25.6,5,nominal
4171,2035-06-02,-59.4,-10.2,907.0,,6,nominal
4172,2035-06-03,-62.0,-12.1,930.4,29.7,10,offline
4172,2035-06-03,-62.0,-12.1,930.4,29.7,10,offline
4173,2035-06-04,-50.5,-6.6,787.9,30.0,2,nominal
4174,2035-06-05,-60.7,7.5,691.9,32.6,2,offline
4175,2035-06-06,-72.7,,910.8,14.8,1,nominal
4176,2035-06-07,-67.6,-8.2,763.2,22.3,1,nominal
4177,2035-06-08,-52.3,-8.3,932.4,6.5,9,nominal
4178,2035-06-09,-62.2,1.0,663.6,17.6,7,nominal
4179,2035-06-10,-46.6,,894.8,31.3,8,nominal
4180,2035-06-11,-63.9,0.4,862.8,28.4,7,nominal
4181,2035-06-12,-46.7,-1.9,764.9,23.7,0,nominal
4182,2035-06-13,-70.7,8.1,,15.4,,nominal
4183,2035-06-14,-67.4,-11.2,912.0,18.1,1,nominal
4184,2035-06-15,-57.0,2.3,817.4,23.5,10,nominal
4185,2035-06-16,-67.1,8.8,866.4,8.3,3,warning
4186,2035-06-17,-65.3,7.1,653.2,18.7,8,nominal
4187,2035-06-18,,11.4,843.9,5.4,8,offline
4188,2035-06-19,-64.6,6.6,775.9,34.5,4,nominal
4189,2035-06-20,-64.4,-8.0,856.0,25.9,2,nominal
4190,2035-06-21,-69.8,-8.9,830.6,22.1,2,nominal
4191,2035-06-22,-61.0,6.4,879.5,6.8,0,nominal
4192,2035-06-23,-67.9,-6.1,773.0,29.2,0,warning
4193,2035-06-24,-59.1,-3.3,933.5,6.8,10,nominal
4194,2035-06-25,-65.0,3.5,820.7,7.5,4,nominal
4195,2035-06-26,-53.3,5.9,798.6,34.8,1,nominal
4196,2035-06-27,-52.0,8.2,668.7,33.6,6,nominal
4197,2035-06-28,-41.0,3.8,818.3,28.9,10,nominal
4198,2035-06-29,-50.0,14.0,735.5,8.0,6,nominal
4199,2035-06-30,-62.1,-5.8,676.3,10.5,4,nominal
4200,2035-07-01,-41.0,-7.9,866.6,29.0,9,nominal
4201,2035-07-02,,4.7,756.6,12.1,,nominal
4202,2035-07-03,-60.6,8.4,743.9,33.9,5,nominal
4203,2035-07-04,-49.0,14.2,828.9,33.9,1,nominal
4204,2035-07-05,-48.7,12.0,907.1,11.3,10,nominal
4205,2035-07-06,-53.3,14.4,854.4,9.4,6,nominal
4206,2035-07-07,-53.0,-8.5,926.5,32.9,5,nominal
4207,2035-07-08,-52.6,6.6,939.4,17.8,2,nominal
4208,2035-07-09,-47.5,-0.9,708.1,32.6,6,nominal
4209,2035-07-10,,11.4,743.7,12.2,7,warning
4210,2035-07-11,-66.8,3.3,726.1,5.1,9,offline
4211,2035-07-12,-45.4,11.3,826.8,30.7,10,warning
4212,2035-07-13,-64.8,-7.7,675.2,17.9,9,nominal
4213,2035-07-14,-41.1,6.9,742.6,25.7,8,nominal
4214,2035-07-15,-50.6,-5.2,,12.4,1,nominal
4215,2035-07-16,-65.4,8.9,811.2,27.0,4,nominal
4216,2035-07-17,-58.3,1.8,825.6,6.7,4,nominal
4217,2035-07-18,-62.6,8.4,665.9,20.2,10,nominal
4218,2035-07-19,-49.9,16.3,794.9,11.4,4,nominal
4219,2035-07-20,-42.2,3.2,881.7,17.2,8,nominal
4220,2035-07-21,-46.9,9.2,730.2,19.5,6,nominal
4221,2035-07-22,-39.2,2.7,907.7,33.8,5,nominal
4222,2035-07-23,-66.7,8.5,805.8,14.9,10,nominal
4223,2035-07-24,-46.1,9.6,805.6,14.6,10,nominal
4224,2035-07-25,-61.4,-0.1,819.3,8.3,2,nominal
4225,2035-07-26,-54.0,1.9,743.0,9.0,5,nominal
4226,2035-07-27,-47.0,8.1,789.2,32.6,0,nominal
4227,2035-07-28,-60.8,16.4,886.5,24.5,7,nominal
4228,2035-07-29,-55.8,,879.7,33.7,1,nominal
4229,2035-07-30,-39.0,2.6,758.6,5.9,1,warning
4230,2035-07-31,,13.1,676.2,25.6,9,nominal
4231,2035-08-01,-58.3,-1.0,852.2,29.9,2,nominal
4232,2035-08-02,-52.2,10.0,658.3,22.9,7,nominal
4233,2035-08-03,-63.2,2.3,708.6,29.2,3,offline
4234,2035-08-04,-54.8,-5.5,925.6,10.7,,nominal
4235,2035-08-05,-54.4,-5.9,848.5,28.1,10,warning
4236,2035-08-06,-40.8,0.2,929.8,33.3,10,nominal
