accident_id,date,time,day_of_week,road_type,speed_limit,weather_conditions,light_conditions,road_surface,number_of_vehicles,number_of_casualties,severity,latitude,longitude,local_authority,urban_rural
ACC02334,2023-03-14,07:34,Tuesday,Dual carriageway,30,Snowing no high winds,Darkness - no lighting,Wet or damp,3,1,Slight,50.502505,-2.660892,Portsmouth,Urban
ACC02335,2023-05-01,12:31,Monday,Motorway,30,Fine no high winds,Darkness - lights lit,Dry,2,2,Slight,52.737045,-4.063942,Sunderland,Urban
ACC02336,23/09/2023,07:30,Saturday,Roundabout,50,Raining no high winds,Daylight,Dry,1,1,Slight,52.81032,-2.965532,Derby,Urban
ACC02337,2023-01-19,16:28,Thursday,Single carriageway,40,Fine no high winds,Daylight,Dry,3,1,Slight,52.893163,-1.434448,Cheltenham,Urban
ACC02338,2023-06-17,17:52,Saturday,One way street,30,Fog or mist,Daylight,Dry,4,2,Serious,51.242744,-0.05997,Camden,Rural
ACC02339,2023-02-23,21:26,Thursday,Single carriageway,70,Snowing no high winds,Daylight,Flood over 3cm deep,3,1,Serious,53.255582,-5.232011,Camden,Rural
ACC02340,2023-03-07,17:38,Tuesday,Dual carriageway,30,Raining no high winds,Darkness - no lighting,Dry,3,2,Serious,51.040805,1.017382,Lambeth,Urban
ACC02341,2023-04-07,05:36,Friday,Slip road,40,Raining no high winds,Daylight,Dry,3,1,Slight,52.448081,-1.600155,Manchester,Urban
ACC02342,2023-01-03,10:52,Tuesday,Slip road,40,Fine no high winds,Darkness - lights unlit,Snow,3,4,Serious,50.381044,-0.598519,Brighton and Hove,Urban
ACC02343,2023-10-26,17:16,Thursday,One way street,40,Raining no high winds,Daylight,Snow,4,1,Serious,51.973274,1.092875,Hackney,Rural
ACC02344,2023-10-25,09:24,Wednesday,One way street,70,Raining with high winds,Darkness - lights unlit,Dry,3,1,Slight,51.593485,-3.402391,Ipswich,Urban
ACC02345,2023-12-15,16:18,Friday,Single carriageway,50,Fine no high winds,Darkness - lights unlit,,1,1,Slight,54.107574,-3.649396,Manchester,Urban
ACC02346,2023-10-30,06:32,Monday,Single carriageway,70,Unknown,Daylight,Dry,2,1,Serious,51.894646,-5.465588,Manchester,Rural
ACC02347,2023-03-28,00:19,Tuesday,Roundabout,,Unknown,Darkness - lights lit,Dry,4,1,Slight,54.244816,1.685277,Leicester,Urban
ACC02348,2023-07-14,16:48,Friday,Roundabout,40,Raining with high winds,Daylight,Wet or damp,3,3,Slight,51.410027,-0.908,Brighton and Hove,Urban
ACC02349,2023-03-17,09:08,Friday,Dual carriageway,40,Snowing no high winds,Daylight,Dry,4,4,Slight,52.672997,-0.64289,Cambridge,Rural
ACC02350,2023-04-01,13:38,Saturday,Dual carriageway,30,Fine no high winds,Darkness - lights lit,Dry,3,1,Slight,51.258512,-1.820287,York,Urban
ACC02351,2023-01-06,12:14,Friday,Slip road,70,Fine no high winds,Darkness - no lighting,Dry,2,1,Serious,54.064611,-2.070879,Cambridge,Rural
ACC02352,2023-09-28,19:19,Thursday,Single carriageway,70,Other,Darkness - lights unlit,Frost or ice,1,2,Serious,55.718539,0.705358,Nottingham,Urban
ACC02353,16/08/2023,20:28,Wednesday,Roundabout,60,Raining no high winds,Darkness - lights lit,Frost or ice,4,1,Slight,53.52369,-4.621347,Glasgow,Urban
ACC02354,2023-02-22,13:45,Wednesday,Dual carriageway,60,Unknown,Darkness - lights lit,Dry,2,4,Slight,54.903302,-2.124251,Leicester,Urban
ACC02355,2023-12-04,19:22,Monday,One way street,30,Raining no high winds,Daylight,Dry,2,2,Slight,52.94113,-1.778623,Leeds,Urban
ACC02356,2023-06-08,17:34,Thursday,Roundabout,70,Fog or mist,Daylight,Frost or ice,3,1,Slight,52.971029,-1.861394,Oxford,Rural
ACC02357,2023-04-11,12:32,Tuesday,Slip road,30,Fine no high winds,Darkness - no lighting,Dry,4,1,Slight,55.598179,-3.131306,Cardiff,Urban
ACC02358,2023-11-12,14:08,Sunday,Dual carriageway,60,Raining no high winds,Daylight,Dry,2,2,Slight,53.018954,-3.260468,Sunderland,Urban
ACC02359,2023-06-09,22:07,Friday,Dual carriageway,30,Fine no high winds,Darkness - lights lit,Wet or damp,2,4,Slight,53.362805,-2.230412,Swansea,Urban
ACC02360,2023-07-09,18:44,Sunday,Slip road,70,Unknown,Darkness - no lighting,Dry,2,1,Serious,52.499834,1.304402,Bristol,Urban
ACC02361,2023-02-09,00:37,Thursday,Single carriageway,50,Unknown,Darkness - lights lit,Dry,2,1,Serious,50.983574,0.299988,Bristol,Urban
ACC02362,2023-09-13,07:36,Wednesday,Single carriageway,,Fine no high winds,Daylight,Wet or damp,1,2,Fatal,50.164604,-4.354976,Edinburgh,Urban
ACC02363,2023-04-01,01:45,Saturday,Roundabout,40,Raining no high winds,Daylight,Dry,2,1,Fatal,50.161904,-1.101021,Portsmouth,Urban
ACC02364,2023-07-15,16:52,Saturday,Dual carriageway,70,Snowing no high winds,Darkness - lighting unknown,Wet or damp,3,3,Slight,50.384018,1.191867,Liverpool,Urban
ACC02365,2023-01-26,13:42,Thursday,Dual carriageway,70,Fine no high winds,Daylight,Wet or damp,2,2,Slight,55.378121,-4.809308,Portsmouth,Rural
ACC02366,2023-12-29,22:53,Friday,Slip road,30,Snowing no high winds,Daylight,Dry,2,2,Slight,54.644875,-0.670962,York,Urban
ACC02367,2023-09-24,07:42,Sunday,Single carriageway,60,Fine no high winds,Daylight,Dry,4,2,Slight,55.783906,-0.600567,Westminster,Urban
ACC02368,2023-08-05,14:04,Saturday,Single carriageway,70,Other,Daylight,Wet or damp,2,3,Slight,53.035548,-3.8324,Ipswich,Rural
ACC02369,2023-03-15,07:30,Wednesday,Roundabout,70,Fine no high winds,Darkness - lights lit,Wet or damp,1,1,Slight,53.798399,-1.034253,Glasgow,Rural
ACC02370,2023-02-15,09:30,Wednesday,Dual carriageway,30,Fine no high winds,Darkness - lighting unknown,Dry,2,5,Slight,54.756213,1.41027,Leicester,Rural
ACC02371,2023-12-27,18:23,Wednesday,Motorway,40,Unknown,Darkness - lights lit,Dry,1,1,Slight,55.695577,-0.454717,Glasgow,Urban
ACC02372,2023-01-30,14:52,Monday,Motorway,60,Fine no high winds,Daylight,Dry,2,2,Serious,52.646328,-1.084927,Tower Hamlets,Urban
ACC02373,2023-02-08,07:11,Wednesday,Single carriageway,40,Fine no high winds,Daylight,Dry,2,1,Slight,50.317783,-4.573643,Wolverhampton,Rural
ACC02374,2023-03-21,13:03,Tuesday,Single carriageway,60,Fog or mist,Darkness - lights unlit,Dry,2,1,Slight,50.918493,-4.923936,Swansea,Rural
ACC02375,2023-03-24,07:13,Friday,Dual carriageway,,Fog or mist,Darkness - lights lit,Flood over 3cm deep,2,2,Slight,55.579344,1.325517,Oxford,Urban
ACC02376,2023-10-18,13:04,Wednesday,Dual carriageway,60,Raining no high winds,Daylight,Frost or ice,2,1,Serious,54.412893,1.103315,Manchester,Urban
ACC02377,2023-09-12,14:22,Tuesday,Roundabout,70,Raining with high winds,Darkness - no lighting,Dry,2,2,Slight,55.458162,-5.308073,Plymouth,Rural
ACC02378,2023-11-25,09:08,Saturday,Roundabout,50,Snowing no high winds,,Dry,2,1,Slight,52.191843,-1.122331,Derby,Urban
ACC02379,2023-01-04,20:24,Wednesday,Dual carriageway,60,Unknown,Daylight,Flood over 3cm deep,2,2,Slight,52.421672,0.022691,Cardiff,Urban
ACC02380,2023-02-26,16:35,Sunday,Single carriageway,30,Fog or mist,Darkness - lights lit,Wet or damp,2,1,Slight,55.208567,-2.864751,Bradford,Urban
ACC02381,2023-12-10,09:38,Sunday,Roundabout,40,Raining no high winds,Darkness - lighting unknown,Dry,3,2,Slight,55.205884,1.724376,Bristol,Urban
ACC02382,2023-02-04,13:14,Saturday,Roundabout,,Other,Darkness - lights lit,Dry,1,2,Slight,50.459173,1.735716,Ipswich,Urban
ACC02383,2023-03-04,09:27,Saturday,Dual carriageway,30,Raining no high winds,Daylight,Flood over 3cm deep,2,1,Slight,51.824151,-5.678075,Bradford,Rural
ACC02384,2023-02-01,09:23,Wednesday,Slip road,40,Snowing no high winds,Daylight,Wet or damp,4,6,Slight,53.482499,-3.65586,Southwark,Urban
ACC02385,2023-04-06,13:20,Thursday,Dual carriageway,70,Fine no high winds,Darkness - no lighting,Flood over 3cm deep,2,1,Slight,54.095333,-3.368758,Cardiff,Urban
ACC02386,2023-08-15,18:24,Tuesday,Single carriageway,70,Raining no high winds,Daylight,Snow,2,1,Slight,54.734389,-4.411234,Exeter,Urban
ACC02387,2023-10-29,17:10,Sunday,Slip road,60,Unknown,Daylight,Snow,2,3,Slight,52.411975,0.591034,Wandsworth,Urban
ACC02388,2023-09-26,15:27,Tuesday,Single carriageway,20,Fine no high winds,Daylight,Dry,2,1,Slight,50.157327,-1.020674,Newcastle upon Tyne,Urban
ACC02389,2023-12-27,17:56,Wednesday,Dual carriageway,60,Raining no high winds,Darkness - lights unlit,Dry,2,1,Serious,54.030943,-3.685713,Southwark,Urban
ACC02390,2023-09-22,09:44,Friday,Single carriageway,30,Unknown,Daylight,Dry,3,2,Slight,51.209085,-4.996784,Sheffield,Urban
ACC02391,2023-03-16,15:49,Thursday,One way street,30,Fine no high winds,Darkness - lighting unknown,Frost or ice,3,2,Slight,54.881741,-0.265088,Leeds,Urban
ACC02392,2023-09-23,18:15,Saturday,Roundabout,30,Fog or mist,Darkness - no lighting,Flood over 3cm deep,3,3,Slight,52.409227,-3.784416,Edinburgh,Rural
ACC02393,2023-11-15,00:45,Wednesday,Single carriageway,60,Fine no high winds,Daylight,Dry,2,1,Slight,54.097712,-1.656186,Bristol,Urban
ACC02394,2023-01-31,23:42,Tuesday,Slip road,70,Fine no high winds,Darkness - lights lit,Dry,2,1,Slight,53.019224,-3.955183,Brighton and Hove,Urban
ACC02395,2023-12-19,13:35,Tuesday,roundabout,40,Raining no high winds,Daylight,Dry,1,5,Slight,53.676464,-2.572034,Islington,Rural
ACC02396,2023-08-10,18:40,Thursday,Roundabout,70,Fine no high winds,Darkness - lights unlit,Dry,3,1,Slight,55.154087,-3.204785,Sunderland,Urban
ACC02397,2023-10-24,14:08,Tuesday,Single carriageway,60,Fine no high winds,Darkness - lighting unknown,Wet or damp,2,2,Fatal,51.612433,-1.246507,Lewisham,Urban
ACC02398,2023-06-06,21:06,Tuesday,Slip road,40,Raining no high winds,Daylight,Wet or damp,2,5,Slight,51.888262,0.847465,Coventry,Urban
ACC02399,2023-06-12,16:45,Monday,Motorway,60,Snowing no high winds,Darkness - lights unlit,Wet or damp,2,3,Serious,53.540184,1.013009,Newcastle upon Tyne,Urban
ACC02400,2023-04-25,22:38,Tuesday,Slip road,40,Fine no high winds,Darkness - lighting unknown,Dry,2,1,Serious,55.193658,-4.706199,Bath,Urban
ACC02401,2023-01-01,16:43,Sunday,Dual carriageway,40,Fine no high winds,Daylight,Wet or damp,2,1,Serious,55.299778,-5.373248,Coventry,Urban
ACC02402,2023-05-01,18:58,Monday,Motorway,70,Other,Darkness - lighting unknown,Frost or ice,4,1,Slight,50.923938,1.741743,Reading,Urban
ACC02403,2023-04-02,07:10,Sunday,Single carriageway,60,Fog or mist,Darkness - lights lit,Wet or damp,3,2,Serious,53.035249,0.039155,Ipswich,Rural
ACC02404,2023-11-14,18:07,Tuesday,Slip road,60,Fine no high winds,Darkness - lights lit,Dry,3,1,Slight,51.100259,-0.764827,Cheltenham,Urban
ACC02405,2023-11-02,14:00,Thursday,Dual carriageway,20,Fog or mist,Daylight,Dry,2,1,Slight,54.80214,1.583592,Islington,Urban
ACC02406,2023-04-24,09:14,Monday,Single carriageway,70,Snowing no high winds,Darkness - no lighting,Dry,2,1,Slight,54.866254,-0.174454,Portsmouth,Urban
ACC02407,2023-10-29,14:04,Sunday,Single carriageway,30,Fine no high winds,Daylight,Flood over 3cm deep,3,2,Serious,54.43837,1.772941,Leicester,Rural
ACC02408,2023-03-15,17:13,Wednesday,Single carriageway,30,Fog or mist,Darkness - no lighting,Frost or ice,2,1,Slight,52.353002,0.708527,Tower Hamlets,Urban
ACC02409,2023-08-13,12:42,Sunday,Single carriageway,30,Fine no high winds,Darkness - lights unlit,Dry,2,1,Slight,50.142121,-5.447774,Liverpool,Rural
ACC02410,2023-09-01,07:35,Friday,Dual carriageway,60,Other,Daylight,Flood over 3cm deep,2,4,Serious,50.432284,-2.786952,Tower Hamlets,Urban
ACC02411,2023-08-31,10:52,Thursday,Single carriageway,30,,Darkness - lighting unknown,Dry,3,1,Slight,50.305765,-2.845128,Bristol,Rural
ACC02412,2023-12-13,12:36,Wednesday,Single carriageway,40,Fine no high winds,Darkness - lights unlit,Wet or damp,4,3,Slight,52.86701,-4.030955,Hackney,Rural
ACC02413,2023-06-23,18:59,Friday,Dual carriageway,30,Fine no high winds,Darkness - no lighting,Dry,5,1,Slight,52.620993,-2.820188,Greenwich,Urban
ACC02414,2023-05-23,10:10,Tuesday,Single carriageway,40,Unknown,Daylight,Dry,2,3,Slight,55.62652,-4.5951,Leicester,Rural
ACC02415,2023-12-02,01:44,Saturday,Dual carriageway,40,Snowing no high winds,Darkness - no lighting,Dry,1,1,Slight,52.018268,0.644032,Sheffield,Rural
ACC02416,2023-06-12,16:16,Monday,Single carriageway,30,Raining no high winds,Daylight,Wet or damp,2,2,Fatal,55.659231,-5.243958,Reading,Rural
ACC02417,2023-06-30,20:14,Friday,One way street,40,Raining no high winds,Darkness - lights lit,Flood over 3cm deep,2,3,Serious,53.331869,0.089599,Southampton,Urban
ACC02418,2023-06-05,18:10,Monday,Slip road,40,Raining no high winds,Darkness - lighting unknown,Wet or damp,2,1,Serious,51.901257,0.350995,Bath,Rural
ACC02419,2023-01-30,03:21,Monday,Motorway,20,Snowing no high winds,Darkness - lights unlit,Frost or ice,2,3,Fatal,51.516928,-4.887691,Wolverhampton,Urban
ACC02420,2023-10-16,04:29,Monday,Roundabout,30,Fine no high winds,Darkness - no lighting,Dry,1,1,Slight,54.223485,-1.029825,Glasgow,Rural
ACC02421,2023-01-29,12:02,Sunday,Dual carriageway,50,Fine no high winds,Daylight,Dry,1,1,Slight,51.586842,1.538527,Derby,Rural
ACC02422,2023-09-10,12:24,Sunday,Dual carriageway,30,Unknown,Darkness - lighting unknown,Wet or damp,1,5,Serious,50.450155,-4.278013,Islington,Urban
ACC02423,2023-10-30,08:30,Monday,Dual carriageway,60,Fine no high winds,Daylight,Snow,3,3,Serious,52.00121,-4.429552,Coventry,Rural
ACC02424,2023-08-15,01:00,Tuesday,Slip road,20,Fine no high winds,Darkness - lighting unknown,Dry,1,2,slight,52.211408,0.799118,Exeter,Urban
ACC02425,2023-09-13,07:06,Wednesday,Single carriageway,30,Fine no high winds,Daylight,,2,1,Slight,55.069033,1.379342,Islington,Urban
ACC02426,2023-10-07,23:24,Saturday,Dual carriageway,40,Unknown,Daylight,Dry,3,4,Slight,53.572776,1.057475,Hackney,Urban
ACC02427,06/08/2023,16:35,Sunday,Single carriageway,30,Raining no high winds,Daylight,Snow,2,1,Fatal,55.433989,-1.898479,Swansea,Urban
ACC02428,2023-06-17,17:50,Saturday,One way street,40,Raining no high winds,Daylight,Dry,3,4,Slight,55.226089,-5.072786,Reading,Urban
ACC02429,2023-06-26,10:00,Monday,Single carriageway,40,Fine no high winds,Darkness - lights lit,Dry,2,1,Slight,51.040737,-4.834735,Plymouth,Urban
ACC02430,2023-03-21,07:44,Tuesday,Dual carriageway,70,Other,Daylight,Dry,2,3,Slight,52.607753,0.537766,Plymouth,Urban
ACC02431,2023-04-10,01:58,Monday,Dual carriageway,70,Raining no high winds,Daylight,Dry,2,4,Slight,52.270164,-2.331655,York,Urban
ACC02432,2023-11-30,14:38,Thursday,Single carriageway,70,Fine no high winds,Darkness - lights lit,Frost or ice,1,1,Fatal,51.900343,-3.772263,Bradford,Rural
ACC02433,2023-05-06,20:28,Saturday,Single carriageway,40,Fine no high winds,Darkness - lights lit,Dry,2,2,Slight,53.686551,-4.391152,Plymouth,Urban
ACC02434,2023-05-12,17:40,Friday,Dual carriageway,30,Raining with high winds,Darkness - lights lit,Wet or damp,5,2,Slight,53.642466,-0.8427,Leeds,Urban
ACC02435,2023-10-16,16:35,Monday,Motorway,30,Fine no high winds,Daylight,Dry,2,5,Slight,51.266506,-2.793021,Brighton and Hove,Urban
ACC02436,2023-09-05,09:38,Tuesday,single carriageway,70,Fine no high winds,Daylight,Flood over 3cm deep,1,1,Serious,53.705211,-5.150812,Derby,Urban
ACC02437,2023-02-28,11:47,Tuesday,Motorway,30,Other,Darkness - lights unlit,Dry,2,1,Fatal,51.585294,-1.583896,Wandsworth,Urban
ACC02438,14/04/2023,14:56,Friday,Roundabout,,Raining no high winds,Darkness - no lighting,Dry,1,3,Slight,50.223141,1.339088,Norwich,Urban
ACC02439,2023-09-07,16:43,Thursday,One way street,40,Raining no high winds,Darkness - lights lit,Dry,2,1,Slight,53.210932,0.556598,Reading,Urban
ACC02440,2023-12-22,02:19,Friday,Dual carriageway,30,Unknown,Daylight,Frost or ice,2,3,Serious,55.014627,0.89933,Southampton,Urban
ACC02441,2023-10-31,17:42,Tuesday,Dual carriageway,50,Fine no high winds,Darkness - lights lit,Dry,2,1,Serious,55.058067,-5.225684,Portsmouth,Urban
ACC02442,2023-01-27,13:42,Friday,Slip road,40,Fine no high winds,Darkness - lighting unknown,Wet or damp,2,1,Serious,55.502138,-2.067582,Birmingham,Urban
ACC02443,2023-05-28,14:18,Sunday,Single carriageway,70,Fine no high winds,Daylight,Dry,1,1,Fatal,53.544306,-4.811602,Southampton,Rural
ACC02444,2023-06-27,14:34,Tuesday,One way street,50,Fine no high winds,Darkness - lights unlit,Dry,3,1,Fatal,51.962742,-3.890703,Westminster,Urban
ACC02445,2023-06-21,05:55,Wednesday,Roundabout,50,Unknown,Daylight,Frost or ice,3,1,Slight,50.611963,0.428546,Birmingham,Urban
ACC02446,2023-03-01,08:07,Wednesday,Slip road,30,Other,Daylight,,2,1,Slight,54.82738,-0.960161,Wandsworth,Urban
ACC02447,2023-02-05,02:14,Sunday,Roundabout,70,Fog or mist,Daylight,Wet or damp,3,2,Fatal,50.486185,-5.276955,Edinburgh,Urban
ACC02448,2023-04-20,08:12,Thursday,Dual carriageway,30,Raining no high winds,Daylight,Dry,1,2,Slight,55.41335,-2.544759,Exeter,Rural
ACC02449,2023-12-03,12:03,Sunday,Slip road,40,Fine no high winds,Darkness - lights unlit,Snow,2,1,Slight,55.781534,-1.60108,Oxford,Rural
ACC02450,2023-02-20,02:05,Monday,Roundabout,50,Other,Darkness - lighting unknown,Wet or damp,2,1,Slight,54.341403,-4.761135,Reading,Urban
ACC02451,2023-03-28,17:47,Tuesday,Single carriageway,60,Raining no high winds,Daylight,Dry,2,1,Slight,52.314066,-4.205474,Tower Hamlets,Rural
ACC02452,2023-09-19,17:17,Tuesday,Dual carriageway,30,Fine no high winds,Daylight,Frost or ice,2,3,Serious,54.280904,-2.183419,Leicester,Urban
ACC02453,2023-02-21,03:25,Tuesday,Dual carriageway,30,Fine no high winds,Darkness - lights lit,Dry,3,5,Slight,54.093585,-4.223603,Cardiff,Rural
ACC02454,2023-01-30,17:01,Monday,Slip road,50,Raining no high winds,Darkness - lights unlit,,4,2,Slight,50.111828,1.323721,Lewisham,Rural
ACC02455,18/04/2023,08:31,Tuesday,Dual carriageway,30,Other,Darkness - lights lit,Dry,2,1,Slight,51.133867,-2.430363,Leicester,Rural
ACC02456,2023-10-10,04:00,Tuesday,Motorway,60,Fine no high winds,Darkness - lights unlit,Dry,2,2,Fatal,51.250039,-0.622481,Sunderland,Urban
ACC02457,2023-02-24,17:30,Friday,Single carriageway,30,Raining no high winds,Darkness - lights lit,Dry,1,2,Slight,52.699068,-2.984703,Cambridge,Urban
ACC02458,2023-03-06,07:19,Monday,Single carriageway,40,Fine no high winds,Darkness - lighting unknown,Dry,2,1,Slight,55.059359,-3.172531,Southwark,Rural
ACC02459,2023-05-29,03:15,Monday,Roundabout,30,Unknown,Darkness - no lighting,Snow,3,3,Slight,51.987583,-3.847215,Portsmouth,Rural
ACC02460,2023-08-06,10:07,Sunday,One way street,30,Fog or mist,Daylight,Frost or ice,2,1,Slight,51.460629,-0.50078,Cambridge,Urban
ACC02461,2023-01-13,17:25,Friday,Single carriageway,60,Fine no high winds,Darkness - lights unlit,Flood over 3cm deep,2,1,Slight,52.481787,-3.335224,Newcastle upon Tyne,Rural
ACC02462,2023-12-04,16:57,Monday,Roundabout,40,Snowing no high winds,Darkness - lighting unknown,Frost or ice,4,1,Slight,55.219222,-3.064791,Liverpool,Urban
ACC02463,2023-08-01,13:39,Tuesday,One way street,30,Snowing no high winds,Darkness - no lighting,Wet or damp,2,4,Slight,51.325141,-5.04916,Cardiff,Urban
ACC02464,2023-02-14,08:49,Tuesday,Slip road,30,Fog or mist,Darkness - no lighting,Snow,3,1,Slight,55.50562,0.09995,Cambridge,Rural
ACC02465,2023-12-15,08:19,Friday,Single carriageway,20,Unknown,Darkness - lighting unknown,Wet or damp,2,1,SLIGHT,54.346212,0.014368,Reading,Urban
ACC02466,2023-05-06,14:11,Saturday,Slip road,70,Fine no high winds,Darkness - no lighting,Dry,2,4,Slight,51.224758,-0.717661,York,Rural
ACC02467,2023-09-01,16:31,Friday,Slip road,60,Snowing no high winds,Darkness - lighting unknown,Wet or damp,2,2,Serious,53.591467,0.895354,Plymouth,Rural
ACC02468,2023-05-31,14:55,Wednesday,Single carriageway,50,Fog or mist,Daylight,Dry,2,2,Slight,50.559317,-1.658181,Liverpool,Urban
ACC02469,2023-12-05,18:33,Tuesday,Dual carriageway,30,Fine no high winds,Daylight,Dry,2,1,Slight,50.350729,-3.987654,Tower Hamlets,Urban
ACC02470,2023-07-28,12:51,Friday,Dual carriageway,30,Raining no high winds,Daylight,Wet or damp,2,1,Slight,51.442508,1.721298,Ipswich,Rural
ACC02471,2023-10-18,18:37,Wednesday,Slip road,20,Fine no high winds,Darkness - lights lit,Dry,2,1,Serious,52.310899,-4.623919,Ipswich,Rural
ACC02472,2023-11-20,12:17,Monday,Dual carriageway,30,Raining no high winds,Daylight,Flood over 3cm deep,2,2,Slight,53.23914,0.562059,Ipswich,Rural
ACC02473,2023-01-17,10:36,Tuesday,Single carriageway,40,Fine no high winds,Daylight,Dry,2,5,Serious,50.185672,-2.666601,Newcastle upon Tyne,Urban
ACC02474,2023-03-18,13:56,Saturday,Slip road,30,Snowing no high winds,Darkness - no lighting,Snow,2,1,Serious,54.545253,-2.182114,Leicester,Urban
ACC02475,2023-05-17,04:05,Wednesday,Roundabout,30,Raining with high winds,Darkness - lights lit,Dry,3,1,Fatal,52.446616,-5.098669,Lewisham,Urban
ACC02476,2023-08-03,20:20,Thursday,Single carriageway,70,Raining no high winds,Darkness - lights unlit,Dry,2,1,Serious,50.298787,-2.519156,Exeter,Rural
ACC02477,2023-12-23,14:06,Saturday,slip road,30,Fine no high winds,Daylight,Dry,3,2,Fatal,54.568842,-2.005093,Southampton,Urban
ACC02478,2023-10-23,05:47,Monday,Dual carriageway,40,Raining no high winds,Daylight,Frost or ice,2,3,Slight,50.000452,1.57015,Bristol,Rural
ACC02479,2023-06-24,09:47,Saturday,Single carriageway,70,Snowing no high winds,Darkness - lights unlit,Flood over 3cm deep,2,3,SLIGHT,53.486104,-1.865981,Nottingham,Rural
ACC02480,2023-07-26,00:41,Wednesday,Dual carriageway,60,Raining no high winds,Darkness - lights lit,Frost or ice,2,3,Slight,51.90054,-0.411199,Swansea,Urban
ACC02481,2023-09-16,07:09,Saturday,Single carriageway,40,Raining with high winds,Darkness - lights lit,Dry,2,1,Slight,52.280763,-0.056515,Glasgow,Urban
ACC02482,2023-02-20,18:09,Monday,One way street,50,Fine no high winds,Daylight,Wet or damp,2,1,Slight,55.684286,-4.558344,Brighton and Hove,Urban
ACC02483,2023-09-28,13:17,Thursday,Single carriageway,70,Raining with high winds,Daylight,Snow,2,2,Slight,54.383951,-1.103913,Leeds,Urban
ACC02484,2023-07-24,16:09,Monday,Roundabout,60,Fine no high winds,Darkness - no lighting,Dry,2,2,Serious,50.594478,1.783992,Edinburgh,Urban
ACC02485,2023-11-20,15:34,Monday,Slip road,30,Unknown,,Dry,1,2,Slight,52.186023,-1.826896,Wolverhampton,Rural
ACC02486,2023-11-12,01:34,Sunday,One way street,60,Fine no high winds,Daylight,Snow,2,1,Serious,50.511424,-5.275665,Oxford,Rural
ACC02487,2023-12-31,18:30,Sunday,Single carriageway,60,Fine no high winds,Daylight,Wet or damp,2,1,Slight,52.907989,0.204922,Ipswich,Urban
ACC02488,2023-05-12,07:03,Friday,Dual carriageway,30,Fine no high winds,Darkness - lights lit,Flood over 3cm deep,2,1,Slight,52.031067,-1.738863,Nottingham,Rural
ACC02489,2023-01-11,13:30,Wednesday,Single carriageway,40,Raining with high winds,,Dry,2,1,Slight,54.686405,-0.746098,Reading,Urban
ACC02490,2023-11-28,11:33,Tuesday,Single carriageway,20,Fog or mist,Darkness - lighting unknown,Snow,2,2,Fatal,50.93407,-0.470458,Nottingham,Urban
ACC02491,2023-08-28,11:46,Monday,Slip road,40,Fine no high winds,Daylight,Wet or damp,4,1,Slight,54.877074,-1.060334,Oxford,Urban
ACC02492,2023-03-18,18:27,Saturday,Dual carriageway,50,Unknown,Daylight,Wet or damp,4,1,Slight,50.060771,-1.974164,Greenwich,Rural
ACC02493,2023-11-10,22:27,Friday,Dual carriageway,60,Unknown,Daylight,Wet or damp,1,1,Serious,52.188568,-1.242474,Westminster,Urban
ACC02494,2023-06-25,01:01,Sunday,One way street,70,Fog or mist,Daylight,Wet or damp,2,4,Slight,55.382063,-4.057172,Cheltenham,Urban
ACC02495,2023-04-03,08:47,Monday,Motorway,70,Fine no high winds,Darkness - lights lit,Dry,2,3,Fatal,53.332639,-0.780344,Bath,Rural
ACC02496,2023-06-17,01:30,Saturday,Single carriageway,40,Unknown,Darkness - lights unlit,Wet or damp,3,1,Slight,54.768889,-4.134988,Wandsworth,Urban
ACC02497,2023-02-02,06:01,Thursday,One way street,70,Fog or mist,Daylight,Flood over 3cm deep,1,1,Slight,53.162307,0.96874,Reading,Rural
ACC02498,2023-01-04,05:35,Wednesday,Dual carriageway,20,Raining no high winds,Daylight,Dry,2,1,Slight,55.013325,-1.502752,Leeds,Urban
ACC02499,2023-09-28,10:16,Thursday,Motorway,30,Snowing no high winds,Darkness - lights lit,Wet or damp,4,2,Slight,53.152957,1.353303,York,Urban
ACC02500,2023-01-27,11:16,Friday,Motorway,60,Fine no high winds,Darkness - lighting unknown,Frost or ice,1,1,slight,51.305224,0.734256,Tower Hamlets,Urban
ACC02501,2023-07-04,07:08,Tuesday,Dual carriageway,40,Fine no high winds,Darkness - lights unlit,Snow,2,3,Slight,54.850734,0.648301,Glasgow,Urban
ACC02502,2023-08-08,14:57,Tuesday,Dual carriageway,60,Fog or mist,,Dry,4,1,Slight,51.30936,-4.560265,Ipswich,Rural
ACC02503,2023-07-18,00:37,Tuesday,Single carriageway,20,Fine no high winds,Darkness - no lighting,Snow,4,1,Slight,55.273838,0.069676,Coventry,Urban
ACC02504,2023-03-08,13:48,Wednesday,Single carriageway,30,Raining with high winds,Darkness - no lighting,Dry,5,4,Slight,54.540172,1.412826,Sheffield,Urban
ACC02505,2023-09-09,00:13,Saturday,Dual carriageway,50,Fine no high winds,Daylight,Dry,2,1,Slight,54.658106,-2.573655,Oxford,Rural
ACC02506,2023-01-17,08:58,Tuesday,Motorway,70,Other,Darkness - lights lit,Dry,2,1,Slight,55.017919,-5.301474,Southwark,Urban
ACC02507,2023-02-24,01:30,Friday,Slip road,70,Unknown,Darkness - lights lit,Dry,3,4,Serious,55.053681,-4.841557,Sunderland,Urban
